단축코드,표준코드,한글명,그룹코드,시가총액규모,지수업종대분류,지수업종중분류,지수업종소분류,제조업,저유동성,지배구조지수종목,KOSDAQ섹터업종,KOSDAQ100,KOSDAQ150,KRX,ETP,ELW발행,KRX100,KRX자동차,KRX반도체,KRX바이오,KRX은행,SPAC,KRX에너지화학,KRX철강,단기과열,KRX미디어통신,KRX건설,Non1,KRX증권,KRX선박,KRX섹터보험,KRX섹터운송,SRI,기준가,매매수량단위,시간외수량단위,거래정지,정리매매,관리종목,시장경고,경고예고,불성실공시,우회상장,락구분,액면변경,증자구분,증거금비율,신용가능,신용기간,전일거래량,액면가,상장일자,상장주수,자본금,결산월,공모가,우선주,공매도과열,이상급등,KRX300,KOSDAQ,매출액,영업이익,경상이익,당기순이익,ROE,기준년월,시가총액,그룹사코드,회사신용한도초과,담보대출가능,대주가능
060280,KR7060280005,큐렉소,ST,2.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,0,0,0,0,1,222000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,42472400000,50020020,70300000,4125900000,2062989500012,,0 NN0,0,0,0,0,0,161-00000,009000000,005000050,0,2202603,31000005,041   NNN,,,,
060310,KR7060310000,3S,ST,3.0,1009,1029,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,155200001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,239162500000,50020020,42300000,5305900000,2652952000003,,0 NN0,0,0,0,0,0,213-00000,035-00000,033-0033-,0,22202512,31000000,823   NNN,,,,
060370,KR7060370004,LS마린솔루션,ST,1.0,1010,0,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,0,0,0,0,3,330000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,28001200000,100020020,21500000,5223800000,5223885400012,,0 NY0,0,0,0,0,0,528000000,042000000,079000610,0,3202603,31000017,395FN2NNN,,,,
060380,KR7060380003,동양에스텍,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,126200001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,9520900000,50020020,20500000,1970000000,985000000012,,0 NN0,0,0,0,0,0,515000000,000000000,001000010,0,1202603,31000000,248   NNN,,,,
060480,KR7060480001,국일신동,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,163700001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,2589500000,50020141,22900000,1109000000,554500000012,,0 NN0,0,0,0,0,0,000000000,000000000,000000000,0,202509,30000000,181   NNN,,,,
060540,KR7060540002,에스에이티,ST,3.0,1009,1029,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,135700001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,9551900000,50020061,12800000,2613300000,1306665300012,,0 NN0,0,0,0,0,0,422000000,012000000,028000170,0,4202603,31000000,354   NNN,,,,
060560,KR7060560000,HC홈센타,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,243500001,1,NNN01,N,N,N,0,0,0,0,1,0,N0,900,0,0,9931500000,50020020,71100000,2538800000,1276695220012,,0 NN0,0,0,0,0,2,988-00000,185-00000,251-0238-,0,13202512,31000000,618   NNN,,,,
060570,KR7060570009,드림어스컴퍼니,ST,3.0,1015,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,91200001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,15416500000,50020031,21900000,7410100000,3781078650012,,0 NN0,0,0,0,0,0,486000000,001000000,00500001-,0,2202603,31000000,675   NNN,,,,
060590,KR7060590007,씨티씨바이오,ST,3.0,1009,1024,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,361500001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,9566000000,50020020,22100000,2418100000,1209051000012,,0 NN0,0,0,0,0,0,344000000,046000000,045000350,0,8202603,31000000,874   NNN,,,,
060720,KR7060720000,KH바텍,ST,2.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,1,223000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,27093400000,50020020,52100000,2367700000,1183872100012,,0 NN0,0,0,0,0,4,249000000,318000000,171002040,0,8202512,31000002,895   NNN,,,,
060850,KR7060850005,영림원소프트랩,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,0,0,0,0,0,607000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,3279300000,50020200,81200000,813100000,406550000012,,0 NN0,0,0,0,0,0,219000000,018000000,020000190,0,16202603,31000000,493   NNN,,,,
060900,KR7060900008,에이전트AI,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,542000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,2622800000,50020020,91700000,399100000,199553650012,,0 NN0,0,0,0,0,0,131-00000,093-00000,187-0187-,0,47202512,31000000,216   NNN,,,,
061040,KR7061040002,알에프텍,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,737000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,23094300000,250020020,51600000,904800000,2262055750012,,0 NN0,0,0,0,0,0,675-00000,073-00000,129-0128-,0,16202603,31000000,666   NNN,,,,
061090,KR7061090007,세나테크놀로지,ST,2.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,0,0,0,0,4,175000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,3349200000,50020251,11400000,558900000,281525000012,,0 NN0,0,0,0,0,0,438000000,038000000,057000390,0,202603,31000002,333   NNN,,,,
061250,KR7061250007,화일약품,ST,3.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,825000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,1823700000,500020020,41800000,841700000,4401751000012,,0 NN0,0,0,0,0,0,000000000,000000000,000000000,0,202509,30000000,694   NNN,,,,
061970,KR7061970000,LB세미콘,ST,2.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,575000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,70593500000,50020110,13100000,5808300000,2904150300012,,0 NN0,0,0,0,0,1,343000000,076000000,12500104-,0,45202603,31000003,339   NNN,,,,
062970,KR7062970009,한국첨단소재,ST,3.0,1009,1028,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,0,0,0,0,0,302500001,1,NNN02,N,N,N,0,0,0,0,1,0,N0,900,0,0,676090000000,50020191,22600000,5708800000,2854430700012,,0 NN0,0,0,0,0,0,065-00000,048-00000,142-0143-,0,224202412,31000001,726   NNN,,,,
063080,KR7063080006,컴투스홀딩스,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,1,588000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,10388000000,50020090,73000000,659500000,329759600012,,0 NN0,0,0,0,0,0,992-00000,068000000,440003730,0,4202512,31000001,047   NNN,,,,
063170,KR7063170005,서울옥션,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,575000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,13740500000,50020080,70100000,1777400000,888713350012,,0 NN0,0,0,0,0,0,153000000,003-00000,009-0009-,0,6202603,31000001,022   NNN,,,,
063440,KR7063440002,SM Life Design,ST,3.0,1009,1022,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,123900001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,20593800000,50020020,53000000,4531900000,2337457700012,,0 NN0,0,0,0,0,0,097000000,007000000,008000080,0,9202603,31000000,561KAONNN,,,,
063570,KR7063570006,NICE인프라,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,364000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,15180500000,50020060,71400000,3414700000,1707386400012,,0 NN0,0,0,0,0,3,840000000,307000000,109000720,0,4202512,31000001,242   NNN,,,,
063760,KR7063760003,이엘피,ST,3.0,1009,1029,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,0,0,0,0,0,342000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,5578000000,50020170,40600000,932500000,466256500012,,0 NN0,0,0,0,0,0,273000000,023000000,028000260,0,4202512,31000000,318   NNN,,,,
064090,KR7064090004,인크레더블버즈,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,0,0,0,0,0,79800001,1,YNY00,N,Y,N,0,0,0,0,1,0,N0,900,0,0,0,50020021,21700000,4974200000,2487137250012,,0 NN0,0,0,0,0,0,014-00000,030-00000,051-0051-,0,35202603,31000000,396   NNN,,,,
064240,KR7064240005,홈캐스트,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,183800001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,11214100000,50020030,61100000,3469400000,1776904750012,,0 NN0,0,0,0,0,0,980-00000,029-00000,026-00220,0,202512,31000000,637   NNN,,,,
064260,KR7064260003,다날,ST,2.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,612000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,103878700000,50020040,72300000,7564500000,3782272850012,,0 NN0,0,0,0,0,2,254000000,023-00000,673-0684-,0,21202512,31000004,629   NNN,,,,
064290,KR7064290000,인텍플러스,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,4,15000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,49013900000,50020110,10500000,1286300000,643198100012,,0 NN0,0,0,0,0,0,898-00000,037-00000,045-0033-,0,7202512,31000005,164   NNN,,,,
064480,KR7064480007,브리지텍,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,358500001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,7887200000,50020080,60400000,1195200000,617625000012,,0 NN0,0,0,0,0,0,436-00000,033-00000,029-0028-,0,6202412,31000000,428   NNN,,,,
064520,KR7064520000,테크엘,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,176100001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,7226900000,50020021,20400000,2235100000,1117553100012,,0 NN0,0,0,0,0,0,027-00000,018-00000,004-0004-,0,5202603,31000000,393   NNN,,,,
064550,KR7064550007,바이오니아,ST,2.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,922000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,22598900000,50020051,22900000,2581000000,1290514550012,,0 NN0,0,0,0,0,0,818-00000,005-00000,015-0028-,0,3202603,31000002,379   NNN,,,,
064760,KR7064760002,티씨케이,ST,1.0,1009,1025,0,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,0,0,0,2,7,450000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,7925200000,50020030,81800000,1117900000,583750000012,,0 NY0,0,0,0,0,2,757000000,807000000,907007200,0,15202412,31000030,687   NNN,,,,
064800,KR7064800006,포니링크,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,360000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,24562700000,50020020,82200000,2556100000,1278072950012,,0 NN0,0,0,0,0,0,449-00000,211000000,250001580,0,8202512,31000000,920   NNN,,,,
064820,KR7064820004,케이프,ST,2.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,1,165000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,12208000000,50020070,52900000,3086000000,1545086400012,,0 NN0,0,0,0,0,5,798000000,500000000,536006420,0,23202512,31000003,595   NNN,,,,
064850,KR7064850001,에프앤가이드,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,0,0,0,0,2,520000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,13883800000,50020201,21700000,1141000000,607016600012,,0 NN0,0,0,0,0,0,115000000,047000000,057000480,0,20202603,31000002,875   NNN,,,,
065060,KR7065060006,지엔코,ST,3.0,1009,1020,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,270500001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,2081000000,250020020,52800000,476000000,1190040000012,,0 NN0,0,0,0,0,1,109-00000,004-00000,083-0086-,0,26202512,31000000,128LE0NNN,,,,
065130,KR7065130007,탑엔지니어링,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,462500001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,83162200000,50020030,12900000,1600400000,893099100012,,0 NN0,0,0,0,0,2,639000000,090000000,11200112-,0,12202603,31000000,740   NNN,,,,
065150,KR7065150005,대산F&B,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,145000001,1,YNY00,N,N,N,0,0,0,0,1,0,N0,900,0,0,0,100020070,71800000,1593800000,1593824000012,,0 NN0,0,0,0,0,1,109000000,046000000,078000830,0,45202512,31000000,231   NNN,,,,
065170,KR7065170003,비엘팜텍,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,0,0,0,0,0,206500001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,72280500000,50020021,11900000,2791300000,1395689650012,,0 NN0,0,0,0,0,0,015000000,000000000,00500005-,0,91202603,31000000,576   NNN,,,,
065350,KR7065350001,신성델타테크,ST,1.0,1009,1028,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,0,0,0,0,4,470000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,18680000000,50020040,80600000,2748300000,1374197400012,,0 NY0,0,0,0,0,9,454000000,255000000,311002420,0,10202512,31000012,285   NNN,,,,
065370,KR7065370009,위세아이텍,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,0,0,0,0,0,409000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,3275800000,50020200,21000000,738300000,369197700012,,0 NN0,0,0,0,0,0,079000000,004-00000,001-00030,0,9202603,31000000,302   NNN,,,,
065420,KR7065420002,에스아이리소스,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,19800001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,4,73234800000,10020020,82200000,7157700000,715772990012,,0 NN0,0,0,0,0,0,105-00000,037-00000,021-0021-,0,24202412,31000000,141   NNN,,,,
065440,KR7065440000,이루온,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,279000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,138128400000,50020030,12800000,2727500000,1363751000012,,0 NN0,0,0,0,0,0,111-00000,012-00000,010-0010-,0,202603,31000000,760   NNN,,,,
065450,KR7065450009,빅텍,ST,3.0,1009,1029,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,404000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,133627700000,20020030,20500000,2949500000,589916060012,,0 NN0,0,0,0,0,0,209000000,002-00000,005-00040,0,8202603,31000001,191   NNN,,,,
065500,KR7065500001,오리엔트정공,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,169300001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,29716000000,50020020,91900000,3324200000,1662145600012,,0 NN0,0,0,0,0,1,571000000,009-00000,012000180,0,5202512,31000000,562   NNN,,,,
065510,KR7065510000,휴비츠,ST,3.0,1009,1029,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,709000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,4354000000,50020031,3100000,1148500000,607968550012,,0 NN0,0,0,0,0,0,297000000,026000000,03800039-,0,3202603,31000000,814   NNN,,,,
065530,KR7065530008,와이어블,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,167000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,41697100000,50020020,60400000,4783800000,2643000000012,,0 NN0,0,0,0,0,0,120000000,013000000,011000110,0,7202603,31000000,798   NNN,,,,
065570,KR7065570004,삼영이엔씨,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,0,0,0,0,0,76400001,1,YNY00,N,N,N,0,0,0,0,1,0,N0,900,0,0,0,50020030,12100000,1609300000,804691900012,,0 NN0,0,0,0,0,0,000000000,000000000,000000000,0,202509,30000000,122   NNN,,,,
065650,KR7065650004,하이퍼코퍼레이션,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,211000001,1,YNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,0,50020030,12100000,2189100000,1094598750012,,0 NN0,0,0,0,0,0,235-00000,005-00000,024-0024-,0,14202603,31000000,461   NNN,,,,
065660,KR7065660003,안트로젠,ST,2.0,1011,0,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,2,905000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,2133600000,50020160,21500000,1000600000,500305000012,,0 NN0,0,0,0,0,0,069-00000,037-00000,023-0023-,0,2202412,31000002,906   NNN,,,,
065680,KR7065680001,우주일렉트로,ST,2.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,4,760000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,25757000000,50020040,10200000,924000000,496711000012,,0 NN0,0,0,0,0,0,493000000,046000000,087000680,0,9202603,31000004,398   NNN,,,,
065690,KR7065690000,파커스,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,0,0,0,0,0,139800001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,2275400000,50020020,71600000,1404900000,702466550012,,0 NN0,0,0,0,0,0,117-00000,001000000,00900010-,0,1202603,31000000,196   NNN,,,,
065710,KR7065710006,서호전기,ST,2.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,4,200000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,2640300000,50020020,71600000,515000000,257500000012,,0 NN0,0,0,0,0,0,259000000,080000000,062000500,0,19202603,31000002,163   NNN,,,,
065770,KR7065770000,CS,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,216500001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,67953100000,100020040,60400000,970500000,970556500012,,0 NN0,0,0,0,0,0,033-00000,004-00000,002-0002-,0,3202603,31000000,210   NNN,,,,
065950,KR7065950008,웰크론,ST,3.0,1009,1020,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,122900001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,6408100000,50020030,72900000,2823100000,1411565100012,,0 NN0,0,0,0,0,0,591000000,006-00000,051-0058-,0,39202603,31000000,346   NNN,,,,
066130,KR7066130006,하츠,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,368500001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,6075800000,50020030,21100000,1280000000,640000000012,,0 NN0,0,0,0,0,1,865000000,107000000,105000890,0,8202412,31000000,471   NNN,,,,
066310,KR7066310004,큐에스아이,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,1,251000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,37300500000,50020061,12400000,927100000,463581050012,,0 NN0,0,0,0,0,0,061000000,005000000,026000230,0,5202603,31000001,159   NNN,,,,
066360,KR7066360009,체리부로,ST,3.0,1009,1019,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,0,0,0,0,0,83000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,11356600000,50020171,20400000,4795200000,2397600750012,,0 NN0,0,0,0,0,0,947000000,032000000,000000000,0,28202603,31000000,398   NNN,,,,
066410,KR7066410002,버킷스튜디오,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,0,0,0,0,0,115300001,1,YNY00,N,N,N,0,0,0,0,1,0,N0,900,0,0,0,50020031,21900000,13845300000,6922690900012,,0 NN0,0,0,0,0,0,045-00000,012-00000,158-0158-,0,34202603,31000001,596   NNN,,,,
066430,KR7066430000,아이로보틱스,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,312500001,1,NNN02,N,N,N,0,0,0,0,1,0,N0,900,0,0,273874700000,50020021,22400000,3915300000,1957673800012,,0 NN0,0,0,0,0,0,361000000,009-00000,005-0005-,0,1202412,31000001,223   NNN,,,,
066590,KR7066590001,스모트로닉,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,236000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,20125200000,50020030,21200000,3867700000,1953655200012,,0 NN0,0,0,0,0,0,950000000,034000000,04200042-,0,6202603,31000000,912   NNN,,,,
066620,KR7066620006,국보디자인,ST,3.0,1010,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,2,485000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,2309800000,50020020,90500000,750000000,375000000012,,0 NN0,0,0,0,0,1,022000000,155000000,184001360,0,15202603,31000001,863   NNN,,,,
066670,KR7066670001,디티씨,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,265000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,3231100000,50020021,23000000,1869100000,934595900012,,0 NN0,0,0,0,0,0,416000000,019000000,052000460,0,3202603,31000000,495   NNN,,,,
066700,KR7066700006,테라젠이텍스,ST,3.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,265500001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,17086200000,50020040,52700000,3715200000,1857618800012,,0 NN0,0,0,0,0,2,716000000,102000000,175001170,0,8202512,31000000,986   NNN,,,,
066790,KR7066790007,씨씨에스,ST,3.0,1015,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,0,0,0,0,0,149300001,1,YNY00,N,N,N,0,0,0,0,1,0,N0,900,0,0,0,50020030,53000000,6515200000,3257601950012,,0 NN0,0,0,0,0,0,042-00000,021-00000,019-0019-,0,36202603,31000000,972   NNN,,,,
066900,KR7066900002,디에이피,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,181100001,1,NNY00,N,N,N,0,0,0,0,1,0,N0,900,0,0,3307900000,50020040,51400000,2274400000,1137225150012,,0 NN0,0,0,0,0,5,432-00000,578-00000,643-0648-,0,146202512,31000000,411LE5NNN,,,,
066910,KR7066910001,손오공,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,68000001,1,YNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,0,50020050,10700000,6693300000,3346658200012,,0 NN0,0,0,0,0,0,384-00000,007000000,034000340,0,19202603,31000000,455   NNN,,,,
066980,KR7066980004,한성크린텍,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,235500001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,1,67242500000,50020030,11700000,5193500000,2596756250012,,0 NN0,0,0,0,0,1,999000000,028000000,007000050,0,202512,31000001,223   NNN,,,,
067000,KR7067000000,조이시티,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,150000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,36993400000,50020080,53000000,6990300000,3537915750012,,0 NN0,0,0,0,0,1,404000000,057-00000,071-0104-,0,10202512,31000001,048   NNN,,,,
067010,KR7067010009,이씨에스,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,0,214500001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,2836600000,50020071,21800000,1088800000,682350000003,,0 NN0,0,0,0,0,0,733-00000,027-00000,014000060,0,1202503,31000000,233   NNN,,,,
067080,KR7067080002,대화제약,ST,2.0,1009,1024,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,0,0,0,0,1,263000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,11114000000,50020030,21400000,1861600000,930832500012,,0 NN0,0,0,0,0,0,370000000,005-00000,002-00030,0,2202603,31000002,351   NNN,,,,
067160,KR7067160002,SOOP,ST,2.0,0,0,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,0,0,0,0,4,945000001,1,NNN00,N,N,N,0,0,0,0,1,0,N0,900,0,0,6202600000,50020031,21900000,1149400000,574738350012,,0 NY0,0,0,0,0,4,666000001,248000001,316010370,0,24202512,31000005,684   NNN,,,,
