상품종류,단축코드,표준코드,한글종목명,ATM구분,행사가,월물구분코드,기초자산단축코드,기초자산명
1,A01606,KR4A01660005,F 202606, ,0.0,1,2001,KOSPI200
1,A01609,KR4A01690002,F 202609, ,0.0,2,2001,KOSPI200
1,A01612,KR4A016C0004,F 202612, ,0.0,3,2001,KOSPI200
1,A01703,KR4A01730006,F 202703, ,0.0,4,2001,KOSPI200
1,A01706,KR4A01760003,F 202706, ,0.0,5,2001,KOSPI200
1,A01712,KR4A017C0003,F 202712, ,0.0,6,2001,KOSPI200
1,A01812,KR4A018C0002,F 202812, ,0.0,7,2001,KOSPI200
7,A04606,KR4A04660002,변동성F 202606, ,0.0,1,503,VKOSPI
7,A04607,KR4A04670001,변동성F 202607, ,0.0,2,503,VKOSPI
7,A04608,KR4A04680000,변동성F 202608, ,0.0,3,503,VKOSPI
7,A04609,KR4A04690009,변동성F 202609, ,0.0,4,503,VKOSPI
7,A04610,KR4A046A0000,변동성F 202610, ,0.0,5,503,VKOSPI
7,A04611,KR4A046B0009,변동성F 202611, ,0.0,6,503,VKOSPI
B,A05606,KR4A05660001,미니F 202606, ,0.0,1,2001,KOSPI200
B,A05607,KR4A05670000,미니F 202607, ,0.0,2,2001,KOSPI200
B,A05608,KR4A05680009,미니F 202608, ,0.0,3,2001,KOSPI200
B,A05609,KR4A05690008,미니F 202609, ,0.0,4,2001,KOSPI200
B,A05610,KR4A056A0007,미니F 202610, ,0.0,5,2001,KOSPI200
B,A05611,KR4A056B0006,미니F 202611, ,0.0,6,2001,KOSPI200
3,A06606,KR4A06660000,코스닥150F 202606, ,0.0,1,3003,KSQ150
3,A06609,KR4A06690007,코스닥150F 202609, ,0.0,2,3003,KSQ150
3,A06612,KR4A066C0003,코스닥150F 202612, ,0.0,3,3003,KSQ150
3,A06703,KR4A06730001,코스닥150F 202703, ,0.0,4,3003,KSQ150
3,A06706,KR4A06760008,코스닥150F 202706, ,0.0,5,3003,KSQ150
3,A06712,KR4A067C0002,코스닥150F 202712, ,0.0,6,3003,KSQ150
3,A06812,KR4A068C0001,코스닥150F 202812, ,0.0,7,3003,KSQ150
H,A08606,KR4A08660008,KRX300F 202606, ,0.0,1,4300,KRX 300
H,A08609,KR4A08690005,KRX300F 202609, ,0.0,2,4300,KRX 300
H,A08612,KR4A086C0009,KRX300F 202612, ,0.0,3,4300,KRX 300
H,A08703,KR4A08730009,KRX300F 202703, ,0.0,4,4300,KRX 300
9,AA0606,KR4AA0660006,에너지화학F 202606, ,0.0,1,2012,K에너지화학
9,AA0609,KR4AA0690003,에너지화학F 202609, ,0.0,2,2012,K에너지화학
9,AA0612,KR4AA06C0003,에너지화학F 202612, ,0.0,3,2012,K에너지화학
9,AA0703,KR4AA0730007,에너지화학F 202703, ,0.0,4,2012,K에너지화학
9,AA1606,KR4AA1660005,정보기술F 202606, ,0.0,1,2013,K정보기술
9,AA1609,KR4AA1690002,정보기술F 202609, ,0.0,2,2013,K정보기술
9,AA1612,KR4AA16C0001,정보기술F 202612, ,0.0,3,2013,K정보기술
9,AA1703,KR4AA1730006,정보기술F 202703, ,0.0,4,2013,K정보기술
9,AA2606,KR4AA2660004,금융F 202606, ,0.0,1,2014,K금융
9,AA2609,KR4AA2690001,금융F 202609, ,0.0,2,2014,K금융
9,AA2612,KR4AA26C0009,금융F 202612, ,0.0,3,2014,K금융
9,AA2703,KR4AA2730005,금융F 202703, ,0.0,4,2014,K금융
9,AA3606,KR4AA3660003,경기소비재F 202606, ,0.0,1,2016,K경기소비재
9,AA3609,KR4AA3690000,경기소비재F 202609, ,0.0,2,2016,K경기소비재
9,AA3612,KR4AA36C0007,경기소비재F 202612, ,0.0,3,2016,K경기소비재
9,AA3703,KR4AA3730004,경기소비재F 202703, ,0.0,4,2016,K경기소비재
9,AA4606,KR4AA4660002,고배당50   F 202606, ,0.0,1,163,고배당50
9,AA4609,KR4AA4690009,고배당50   F 202609, ,0.0,2,163,고배당50
9,AA4612,KR4AA46C0005,고배당50   F 202612, ,0.0,3,163,고배당50
9,AA4703,KR4AA4730003,고배당50   F 202703, ,0.0,4,163,고배당50
9,AA5606,KR4AA5660001,배당성장50 F 202606, ,0.0,1,164,배당성장50
9,AA5609,KR4AA5690008,배당성장50 F 202609, ,0.0,2,164,배당성장50
9,AA5612,KR4AA56C0002,배당성장50 F 202612, ,0.0,3,164,배당성장50
9,AA5703,KR4AA5730002,배당성장50 F 202703, ,0.0,4,164,배당성장50
9,AA6606,KR4AA6660000,건설F 202606, ,0.0,1,2009,K건설
9,AA6609,KR4AA6690007,건설F 202609, ,0.0,2,2009,K건설
9,AA6612,KR4AA66C0000,건설F 202612, ,0.0,3,2009,K건설
9,AA6703,KR4AA6730001,건설F 202703, ,0.0,4,2009,K건설
9,AA7606,KR4AA7660009,중공업F 202606, ,0.0,1,2010,K중공업
9,AA7609,KR4AA7690006,중공업F 202609, ,0.0,2,2010,K중공업
9,AA7612,KR4AA76C0008,중공업F 202612, ,0.0,3,2010,K중공업
9,AA7703,KR4AA7730000,중공업F 202703, ,0.0,4,2010,K중공업
9,AA8606,KR4AA8660008,헬스케어F 202606, ,0.0,1,2018,K헬스케어
9,AA8609,KR4AA8690005,헬스케어F 202609, ,0.0,2,2018,K헬스케어
9,AA8612,KR4AA86C0006,헬스케어F 202612, ,0.0,3,2018,K헬스케어
9,AA8703,KR4AA8730009,헬스케어F 202703, ,0.0,4,2018,K헬스케어
9,AA9606,KR4AA9660007,철강소재   F 202606, ,0.0,1,2011,K철강소재
9,AA9609,KR4AA9690004,철강소재   F 202609, ,0.0,2,2011,K철강소재
9,AA9612,KR4AA96C0004,철강소재   F 202612, ,0.0,3,2011,K철강소재
9,AA9703,KR4AA9730008,철강소재   F 202703, ,0.0,4,2011,K철강소재
9,AAA606,KR4AAA660002,생활소비재 F 202606, ,0.0,1,2015,K생활소비재
9,AAA609,KR4AAA690009,생활소비재 F 202609, ,0.0,2,2015,K생활소비재
9,AAA612,KR4AAA6C0004,생활소비재 F 202612, ,0.0,3,2015,K생활소비재
9,AAA703,KR4AAA730003,생활소비재 F 202703, ,0.0,4,2015,K생활소비재
9,AAB606,KR4AAB660001,산업재     F 202606, ,0.0,1,2017,K산업재
9,AAB609,KR4AAB690008,산업재     F 202609, ,0.0,2,2017,K산업재
9,AAB612,KR4AAB6C0002,산업재     F 202612, ,0.0,3,2017,K산업재
9,AAB703,KR4AAB730002,산업재     F 202703, ,0.0,4,2017,K산업재
9,AAC606,KR4AAC660000,BBIG           F 202606, ,0.0,1,4411,KRX BBIG 지수
9,AAC609,KR4AAC690007,BBIG           F 202609, ,0.0,2,4411,KRX BBIG 지수
9,AAC612,KR4AAC6C0000,BBIG           F 202612, ,0.0,3,4411,KRX BBIG 지수
9,AAC703,KR4AAC730001,BBIG           F 202703, ,0.0,4,4411,KRX BBIG 지수
9,AAD606,KR4AAD660009,2차전지 TOP 10 F 202606, ,0.0,1,4412,KRX 2차전지TOP 10 지수
9,AAD609,KR4AAD690006,2차전지 TOP 10 F 202609, ,0.0,2,4412,KRX 2차전지TOP 10 지수
9,AAD612,KR4AAD6C0008,2차전지 TOP 10 F 202612, ,0.0,3,4412,KRX 2차전지TOP 10 지수
9,AAD703,KR4AAD730000,2차전지 TOP 10 F 202703, ,0.0,4,4412,KRX 2차전지TOP 10 지수
9,AAE606,KR4AAE660008,바이오 TOP 10  F 202606, ,0.0,1,4413,KRX 바이오 TOP 10 지수
9,AAE609,KR4AAE690005,바이오 TOP 10  F 202609, ,0.0,2,4413,KRX 바이오 TOP 10 지수
9,AAE612,KR4AAE6C0006,바이오 TOP 10  F 202612, ,0.0,3,4413,KRX 바이오 TOP 10 지수
9,AAE703,KR4AAE730009,바이오 TOP 10  F 202703, ,0.0,4,4413,KRX 바이오 TOP 10 지수
9,AAG606,KR4AAG660006,코스닥글로벌 F 202606, ,0.0,1,1049,코스닥 글로벌
9,AAG609,KR4AAG690003,코스닥글로벌 F 202609, ,0.0,2,1049,코스닥 글로벌
9,AAG612,KR4AAG6C0001,코스닥글로벌 F 202612, ,0.0,3,1049,코스닥 글로벌
9,AAG703,KR4AAG730007,코스닥글로벌 F 202703, ,0.0,4,1049,코스닥 글로벌
9,AAH606,KR4AAH660005,코리아밸류업 F 202606, ,0.0,1,4446,코리아 밸류업 지수
9,AAH609,KR4AAH690002,코리아밸류업 F 202609, ,0.0,2,4446,코리아 밸류업 지수
9,AAH612,KR4AAH6C0009,코리아밸류업 F 202612, ,0.0,3,4446,코리아 밸류업 지수
9,AAH703,KR4AAH730006,코리아밸류업 F 202703, ,0.0,4,4446,코리아 밸류업 지수
9,AAL606,KR4AAL660009,반도체F 202606, ,0.0,1,4003,KRX 반도체
9,AAL609,KR4AAL690006,반도체F 202609, ,0.0,2,4003,KRX 반도체
9,AAL612,KR4AAL6C0001,반도체F 202612, ,0.0,3,4003,KRX 반도체
9,AAL703,KR4AAL730000,반도체F 202703, ,0.0,4,4003,KRX 반도체
2,D0160601,KR4D016669S5,SP 2606-2609, ,0.0,1,2001,KOSPI200
2,D0160602,KR4D01666CS5,SP 2606-2612, ,0.0,1,2001,KOSPI200
2,D0160603,KR4D016673S7,SP 2606-2703, ,0.0,1,2001,KOSPI200
2,D0160604,KR4D016676S0,SP 2606-2706, ,0.0,1,2001,KOSPI200
2,D0160605,KR4D01667CS3,SP 2606-2712, ,0.0,1,2001,KOSPI200
2,D0160606,KR4D01668CS1,SP 2606-2812, ,0.0,1,2001,KOSPI200
8,D0460601,KR4D046667S3,변동성SP 2606-2607, ,0.0,1,503,VKOSPI
8,D0460602,KR4D046668S1,변동성SP 2606-2608, ,0.0,1,503,VKOSPI
8,D0460603,KR4D046669S9,변동성SP 2606-2609, ,0.0,1,503,VKOSPI
8,D0460604,KR4D04666AS6,변동성SP 2606-2610, ,0.0,1,503,VKOSPI
8,D0460605,KR4D04666BS4,변동성SP 2606-2611, ,0.0,1,503,VKOSPI
C,D0560601,KR4D056667S0,미니SP 2606-2607, ,0.0,1,2001,KOSPI200
C,D0560602,KR4D056668S8,미니SP 2606-2608, ,0.0,1,2001,KOSPI200
C,D0560603,KR4D056669S6,미니SP 2606-2609, ,0.0,1,2001,KOSPI200
C,D0560604,KR4D05666AS5,미니SP 2606-2610, ,0.0,1,2001,KOSPI200
C,D0560605,KR4D05666BS3,미니SP 2606-2611, ,0.0,1,2001,KOSPI200
4,D0660601,KR4D066669S4,코스닥150SP 2606-2609, ,0.0,1,3003,KSQ150
4,D0660602,KR4D06666CS0,코스닥150SP 2606-2612, ,0.0,1,3003,KSQ150
4,D0660603,KR4D066673S6,코스닥150SP 2606-2703, ,0.0,1,3003,KSQ150
4,D0660604,KR4D066676S9,코스닥150SP 2606-2706, ,0.0,1,3003,KSQ150
4,D0660605,KR4D06667CS8,코스닥150SP 2606-2712, ,0.0,1,3003,KSQ150
4,D0660606,KR4D06668CS6,코스닥150SP 2606-2812, ,0.0,1,3003,KSQ150
I,D0860601,KR4D086669S0,KRX300SP 2606-2609, ,0.0,1,4300,KRX 300
I,D0860602,KR4D08666CS8,KRX300SP 2606-2612, ,0.0,1,4300,KRX 300
I,D0860603,KR4D086673S2,KRX300SP 2606-2703, ,0.0,1,4300,KRX 300
A,DA060601,KR4DA06669S7,에너지화학SP 2606-2609, ,0.0,1,2012,K에너지화학
A,DA060602,KR4DA0666CS3,에너지화학SP 2606-2612, ,0.0,1,2012,K에너지화학
A,DA060603,KR4DA06673S9,에너지화학SP 2606-2703, ,0.0,1,2012,K에너지화학
A,DA160601,KR4DA16669S5,정보기술SP 2606-2609, ,0.0,1,2013,K정보기술
A,DA160602,KR4DA1666CS2,정보기술SP 2606-2612, ,0.0,1,2013,K정보기술
A,DA160603,KR4DA16673S7,정보기술SP 2606-2703, ,0.0,1,2013,K정보기술
A,DA260601,KR4DA26669S3,금융SP 2606-2609, ,0.0,1,2014,K금융
A,DA260602,KR4DA2666CS1,금융SP 2606-2612, ,0.0,1,2014,K금융
A,DA260603,KR4DA26673S5,금융SP 2606-2703, ,0.0,1,2014,K금융
A,DA360601,KR4DA36669S1,경기소비재SP 2606-2609, ,0.0,1,2016,K경기소비재
A,DA360602,KR4DA3666CS0,경기소비재SP 2606-2612, ,0.0,1,2016,K경기소비재
A,DA360603,KR4DA36673S3,경기소비재SP 2606-2703, ,0.0,1,2016,K경기소비재
A,DA460601,KR4DA46669S9,고배당50   SP 2606-2609, ,0.0,1,163,고배당50
A,DA460602,KR4DA4666CS9,고배당50   SP 2606-2612, ,0.0,1,163,고배당50
A,DA460603,KR4DA46673S1,고배당50   SP 2606-2703, ,0.0,1,163,고배당50
A,DA560601,KR4DA56669S6,배당성장50 SP 2606-2609, ,0.0,1,164,배당성장50
A,DA560602,KR4DA5666CS8,배당성장50 SP 2606-2612, ,0.0,1,164,배당성장50
A,DA560603,KR4DA56673S8,배당성장50 SP 2606-2703, ,0.0,1,164,배당성장50
A,DA660601,KR4DA66669S4,건설SP 2606-2609, ,0.0,1,2009,K건설
A,DA660602,KR4DA6666CS7,건설SP 2606-2612, ,0.0,1,2009,K건설
A,DA660603,KR4DA66673S6,건설SP 2606-2703, ,0.0,1,2009,K건설
A,DA760601,KR4DA76669S2,중공업SP 2606-2609, ,0.0,1,2010,K중공업
A,DA760602,KR4DA7666CS6,중공업SP 2606-2612, ,0.0,1,2010,K중공업
A,DA760603,KR4DA76673S4,중공업SP 2606-2703, ,0.0,1,2010,K중공업
A,DA860601,KR4DA86669S0,헬스케어SP 2606-2609, ,0.0,1,2018,K헬스케어
A,DA860602,KR4DA8666CS5,헬스케어SP 2606-2612, ,0.0,1,2018,K헬스케어
A,DA860603,KR4DA86673S2,헬스케어SP 2606-2703, ,0.0,1,2018,K헬스케어
A,DA960601,KR4DA96669S8,철강소재   SP 2606-2609, ,0.0,1,2011,K철강소재
A,DA960602,KR4DA9666CS4,철강소재   SP 2606-2612, ,0.0,1,2011,K철강소재
A,DA960603,KR4DA96673S0,철강소재   SP 2606-2703, ,0.0,1,2011,K철강소재
A,DAA60601,KR4DAA6669S5,생활소비재 SP 2606-2609, ,0.0,1,2015,K생활소비재
A,DAA60602,KR4DAA666CS2,생활소비재 SP 2606-2612, ,0.0,1,2015,K생활소비재
A,DAA60603,KR4DAA6673S7,생활소비재 SP 2606-2703, ,0.0,1,2015,K생활소비재
A,DAB60601,KR4DAB6669S3,산업재     SP 2606-2609, ,0.0,1,2017,K산업재
A,DAB60602,KR4DAB666CS1,산업재     SP 2606-2612, ,0.0,1,2017,K산업재
A,DAB60603,KR4DAB6673S5,산업재     SP 2606-2703, ,0.0,1,2017,K산업재
A,DAC60601,KR4DAC6669S1,BBIG           SP 2606-2609, ,0.0,1,4411,KRX BBIG 지수
A,DAC60602,KR4DAC666CS0,BBIG           SP 2606-2612, ,0.0,1,4411,KRX BBIG 지수
A,DAC60603,KR4DAC6673S3,BBIG           SP 2606-2703, ,0.0,1,4411,KRX BBIG 지수
A,DAD60601,KR4DAD6669S9,2차전지 TOP 10 SP 2606-2609, ,0.0,1,4412,KRX 2차전지TOP 10 지수
A,DAD60602,KR4DAD666CS9,2차전지 TOP 10 SP 2606-2612, ,0.0,1,4412,KRX 2차전지TOP 10 지수
A,DAD60603,KR4DAD6673S1,2차전지 TOP 10 SP 2606-2703, ,0.0,1,4412,KRX 2차전지TOP 10 지수
A,DAE60601,KR4DAE6669S7,바이오 TOP 10  SP 2606-2609, ,0.0,1,4413,KRX 바이오 TOP 10 지수
A,DAE60602,KR4DAE666CS8,바이오 TOP 10  SP 2606-2612, ,0.0,1,4413,KRX 바이오 TOP 10 지수
A,DAE60603,KR4DAE6673S9,바이오 TOP 10  SP 2606-2703, ,0.0,1,4413,KRX 바이오 TOP 10 지수
A,DAG60601,KR4DAG6669S2,코스닥글로벌 SP 2606-2609, ,0.0,1,1049,코스닥 글로벌
A,DAG60602,KR4DAG666CS6,코스닥글로벌 SP 2606-2612, ,0.0,1,1049,코스닥 글로벌
A,DAG60603,KR4DAG6673S4,코스닥글로벌 SP 2606-2703, ,0.0,1,1049,코스닥 글로벌
A,DAH60601,KR4DAH6669S0,코리아밸류업 SP 2606-2609, ,0.0,1,4446,코리아 밸류업 지수
A,DAH60602,KR4DAH666CS5,코리아밸류업 SP 2606-2612, ,0.0,1,4446,코리아 밸류업 지수
A,DAH60603,KR4DAH6673S2,코리아밸류업 SP 2606-2703, ,0.0,1,4446,코리아 밸류업 지수
A,DAL60601,KR4DAL6669S2,반도체SP 2606-2609, ,0.0,1,4003,KRX 반도체
A,DAL60602,KR4DAL666CS9,반도체SP 2606-2612, ,0.0,1,4003,KRX 반도체
A,DAL60603,KR4DAL6673S4,반도체SP 2606-2703, ,0.0,1,4003,KRX 반도체
5,B01606180,KR4B01661804,C 202606   180.0,2,180.0, ,2001,KOSPI200
5,B01606182,KR4B01661820,C 202606   182.5,2,182.5, ,2001,KOSPI200
5,B01606185,KR4B01661853,C 202606   185.0,2,185.0, ,2001,KOSPI200
5,B01606187,KR4B01661879,C 202606   187.5,2,187.5, ,2001,KOSPI200
5,B01606190,KR4B01661903,C 202606   190.0,2,190.0, ,2001,KOSPI200
5,B01606192,KR4B01661929,C 202606   192.5,2,192.5, ,2001,KOSPI200
5,B01606195,KR4B01661952,C 202606   195.0,2,195.0, ,2001,KOSPI200
5,B01606197,KR4B01661978,C 202606   197.5,2,197.5, ,2001,KOSPI200
5,B01606200,KR4B01662000,C 202606   200.0,2,200.0, ,2001,KOSPI200
5,B01606202,KR4B01662026,C 202606   202.5,2,202.5, ,2001,KOSPI200
5,B01606205,KR4B01662059,C 202606   205.0,2,205.0, ,2001,KOSPI200
5,B01606207,KR4B01662075,C 202606   207.5,2,207.5, ,2001,KOSPI200
5,B01606210,KR4B01662109,C 202606   210.0,2,210.0, ,2001,KOSPI200
5,B01606212,KR4B01662125,C 202606   212.5,2,212.5, ,2001,KOSPI200
5,B01606215,KR4B01662158,C 202606   215.0,2,215.0, ,2001,KOSPI200
5,B01606217,KR4B01662174,C 202606   217.5,2,217.5, ,2001,KOSPI200
5,B01606220,KR4B01662208,C 202606   220.0,2,220.0, ,2001,KOSPI200
5,B01606222,KR4B01662224,C 202606   222.5,2,222.5, ,2001,KOSPI200
5,B01606225,KR4B01662257,C 202606   225.0,2,225.0, ,2001,KOSPI200
5,B01606227,KR4B01662273,C 202606   227.5,2,227.5, ,2001,KOSPI200
5,B01606230,KR4B01662307,C 202606   230.0,2,230.0, ,2001,KOSPI200
5,B01606232,KR4B01662323,C 202606   232.5,2,232.5, ,2001,KOSPI200
5,B01606235,KR4B01662356,C 202606   235.0,2,235.0, ,2001,KOSPI200
5,B01606237,KR4B01662372,C 202606   237.5,2,237.5, ,2001,KOSPI200
5,B01606240,KR4B01662406,C 202606   240.0,2,240.0, ,2001,KOSPI200
5,B01606242,KR4B01662422,C 202606   242.5,2,242.5, ,2001,KOSPI200
5,B01606245,KR4B01662455,C 202606   245.0,2,245.0, ,2001,KOSPI200
5,B01606247,KR4B01662471,C 202606   247.5,2,247.5, ,2001,KOSPI200
5,B01606250,KR4B01662505,C 202606   250.0,2,250.0, ,2001,KOSPI200
5,B01606252,KR4B01662521,C 202606   252.5,2,252.5, ,2001,KOSPI200
5,B01606255,KR4B01662554,C 202606   255.0,2,255.0, ,2001,KOSPI200
5,B01606257,KR4B01662570,C 202606   257.5,2,257.5, ,2001,KOSPI200
5,B01606260,KR4B01662604,C 202606   260.0,2,260.0, ,2001,KOSPI200
5,B01606262,KR4B01662620,C 202606   262.5,2,262.5, ,2001,KOSPI200
5,B01606265,KR4B01662653,C 202606   265.0,2,265.0, ,2001,KOSPI200
5,B01606267,KR4B01662679,C 202606   267.5,2,267.5, ,2001,KOSPI200
5,B01606270,KR4B01662703,C 202606   270.0,2,270.0, ,2001,KOSPI200
5,B01606272,KR4B01662729,C 202606   272.5,2,272.5, ,2001,KOSPI200
5,B01606275,KR4B01662752,C 202606   275.0,2,275.0, ,2001,KOSPI200
5,B01606277,KR4B01662778,C 202606   277.5,2,277.5, ,2001,KOSPI200
5,B01606280,KR4B01662802,C 202606   280.0,2,280.0, ,2001,KOSPI200
5,B01606282,KR4B01662828,C 202606   282.5,2,282.5, ,2001,KOSPI200
5,B01606285,KR4B01662851,C 202606   285.0,2,285.0, ,2001,KOSPI200
5,B01606287,KR4B01662877,C 202606   287.5,2,287.5, ,2001,KOSPI200
5,B01606290,KR4B01662901,C 202606   290.0,2,290.0, ,2001,KOSPI200
5,B01606292,KR4B01662927,C 202606   292.5,2,292.5, ,2001,KOSPI200
5,B01606295,KR4B01662950,C 202606   295.0,2,295.0, ,2001,KOSPI200
5,B01606297,KR4B01662976,C 202606   297.5,2,297.5, ,2001,KOSPI200
5,B01606300,KR4B01663008,C 202606   300.0,2,300.0, ,2001,KOSPI200
5,B01606302,KR4B01663024,C 202606   302.5,2,302.5, ,2001,KOSPI200
5,B01606305,KR4B01663057,C 202606   305.0,2,305.0, ,2001,KOSPI200
5,B01606307,KR4B01663073,C 202606   307.5,2,307.5, ,2001,KOSPI200
5,B01606310,KR4B01663107,C 202606   310.0,2,310.0, ,2001,KOSPI200
5,B01606312,KR4B01663123,C 202606   312.5,2,312.5, ,2001,KOSPI200
5,B01606315,KR4B01663156,C 202606   315.0,2,315.0, ,2001,KOSPI200
5,B01606317,KR4B01663172,C 202606   317.5,2,317.5, ,2001,KOSPI200
5,B01606320,KR4B01663206,C 202606   320.0,2,320.0, ,2001,KOSPI200
5,B01606322,KR4B01663222,C 202606   322.5,2,322.5, ,2001,KOSPI200
5,B01606325,KR4B01663255,C 202606   325.0,2,325.0, ,2001,KOSPI200
5,B01606327,KR4B01663271,C 202606   327.5,2,327.5, ,2001,KOSPI200
5,B01606330,KR4B01663305,C 202606   330.0,2,330.0, ,2001,KOSPI200
5,B01606332,KR4B01663321,C 202606   332.5,2,332.5, ,2001,KOSPI200
5,B01606335,KR4B01663354,C 202606   335.0,2,335.0, ,2001,KOSPI200
5,B01606337,KR4B01663370,C 202606   337.5,2,337.5, ,2001,KOSPI200
5,B01606340,KR4B01663404,C 202606   340.0,2,340.0, ,2001,KOSPI200
5,B01606342,KR4B01663420,C 202606   342.5,2,342.5, ,2001,KOSPI200
5,B01606345,KR4B01663453,C 202606   345.0,2,345.0, ,2001,KOSPI200
5,B01606347,KR4B01663479,C 202606   347.5,2,347.5, ,2001,KOSPI200
5,B01606350,KR4B01663503,C 202606   350.0,2,350.0, ,2001,KOSPI200
5,B01606352,KR4B01663529,C 202606   352.5,2,352.5, ,2001,KOSPI200
5,B01606355,KR4B01663552,C 202606   355.0,2,355.0, ,2001,KOSPI200
5,B01606357,KR4B01663578,C 202606   357.5,2,357.5, ,2001,KOSPI200
5,B01606360,KR4B01663602,C 202606   360.0,2,360.0, ,2001,KOSPI200
5,B01606362,KR4B01663628,C 202606   362.5,2,362.5, ,2001,KOSPI200
5,B01606365,KR4B01663651,C 202606   365.0,2,365.0, ,2001,KOSPI200
5,B01606367,KR4B01663677,C 202606   367.5,2,367.5, ,2001,KOSPI200
5,B01606370,KR4B01663701,C 202606   370.0,2,370.0, ,2001,KOSPI200
5,B01606372,KR4B01663727,C 202606   372.5,2,372.5, ,2001,KOSPI200
5,B01606375,KR4B01663750,C 202606   375.0,2,375.0, ,2001,KOSPI200
5,B01606377,KR4B01663776,C 202606   377.5,2,377.5, ,2001,KOSPI200
5,B01606380,KR4B01663800,C 202606   380.0,2,380.0, ,2001,KOSPI200
5,B01606382,KR4B01663826,C 202606   382.5,2,382.5, ,2001,KOSPI200
5,B01606385,KR4B01663859,C 202606   385.0,2,385.0, ,2001,KOSPI200
5,B01606387,KR4B01663875,C 202606   387.5,2,387.5, ,2001,KOSPI200
5,B01606390,KR4B01663909,C 202606   390.0,2,390.0, ,2001,KOSPI200
5,B01606392,KR4B01663925,C 202606   392.5,2,392.5, ,2001,KOSPI200
5,B01606395,KR4B01663958,C 202606   395.0,2,395.0, ,2001,KOSPI200
5,B01606397,KR4B01663974,C 202606   397.5,2,397.5, ,2001,KOSPI200
5,B01606400,KR4B01664006,C 202606   400.0,2,400.0, ,2001,KOSPI200
5,B01606402,KR4B01664022,C 202606   402.5,2,402.5, ,2001,KOSPI200
5,B01606405,KR4B01664055,C 202606   405.0,2,405.0, ,2001,KOSPI200
5,B01606407,KR4B01664071,C 202606   407.5,2,407.5, ,2001,KOSPI200
5,B01606410,KR4B01664105,C 202606   410.0,2,410.0, ,2001,KOSPI200
5,B01606412,KR4B01664121,C 202606   412.5,2,412.5, ,2001,KOSPI200
5,B01606415,KR4B01664154,C 202606   415.0,2,415.0, ,2001,KOSPI200
5,B01606417,KR4B01664170,C 202606   417.5,2,417.5, ,2001,KOSPI200
5,B01606420,KR4B01664204,C 202606   420.0,2,420.0, ,2001,KOSPI200
5,B01606422,KR4B01664220,C 202606   422.5,2,422.5, ,2001,KOSPI200
5,B01606425,KR4B01664253,C 202606   425.0,2,425.0, ,2001,KOSPI200
5,B01606427,KR4B01664279,C 202606   427.5,2,427.5, ,2001,KOSPI200
5,B01606430,KR4B01664303,C 202606   430.0,2,430.0, ,2001,KOSPI200
5,B01606432,KR4B01664329,C 202606   432.5,2,432.5, ,2001,KOSPI200
5,B01606435,KR4B01664352,C 202606   435.0,2,435.0, ,2001,KOSPI200
5,B01606437,KR4B01664378,C 202606   437.5,2,437.5, ,2001,KOSPI200
5,B01606440,KR4B01664402,C 202606   440.0,2,440.0, ,2001,KOSPI200
5,B01606442,KR4B01664428,C 202606   442.5,2,442.5, ,2001,KOSPI200
5,B01606445,KR4B01664451,C 202606   445.0,2,445.0, ,2001,KOSPI200
5,B01606447,KR4B01664477,C 202606   447.5,2,447.5, ,2001,KOSPI200
5,B01606450,KR4B01664501,C 202606   450.0,2,450.0, ,2001,KOSPI200
5,B01606452,KR4B01664527,C 202606   452.5,2,452.5, ,2001,KOSPI200
5,B01606455,KR4B01664550,C 202606   455.0,2,455.0, ,2001,KOSPI200
5,B01606457,KR4B01664576,C 202606   457.5,2,457.5, ,2001,KOSPI200
5,B01606460,KR4B01664600,C 202606   460.0,2,460.0, ,2001,KOSPI200
5,B01606462,KR4B01664626,C 202606   462.5,2,462.5, ,2001,KOSPI200
5,B01606465,KR4B01664659,C 202606   465.0,2,465.0, ,2001,KOSPI200
5,B01606467,KR4B01664675,C 202606   467.5,2,467.5, ,2001,KOSPI200
5,B01606470,KR4B01664709,C 202606   470.0,2,470.0, ,2001,KOSPI200
5,B01606472,KR4B01664725,C 202606   472.5,2,472.5, ,2001,KOSPI200
5,B01606475,KR4B01664758,C 202606   475.0,2,475.0, ,2001,KOSPI200
5,B01606477,KR4B01664774,C 202606   477.5,2,477.5, ,2001,KOSPI200
5,B01606480,KR4B01664808,C 202606   480.0,2,480.0, ,2001,KOSPI200
5,B01606482,KR4B01664824,C 202606   482.5,2,482.5, ,2001,KOSPI200
5,B01606485,KR4B01664857,C 202606   485.0,2,485.0, ,2001,KOSPI200
5,B01606487,KR4B01664873,C 202606   487.5,2,487.5, ,2001,KOSPI200
5,B01606490,KR4B01664907,C 202606   490.0,2,490.0, ,2001,KOSPI200
5,B01606492,KR4B01664923,C 202606   492.5,2,492.5, ,2001,KOSPI200
5,B01606495,KR4B01664956,C 202606   495.0,2,495.0, ,2001,KOSPI200
5,B01606497,KR4B01664972,C 202606   497.5,2,497.5, ,2001,KOSPI200
5,B01606500,KR4B01665003,C 202606   500.0,2,500.0, ,2001,KOSPI200
5,B01606502,KR4B01665029,C 202606   502.5,2,502.5, ,2001,KOSPI200
5,B01606505,KR4B01665052,C 202606   505.0,2,505.0, ,2001,KOSPI200
5,B01606507,KR4B01665078,C 202606   507.5,2,507.5, ,2001,KOSPI200
