구분코드,심볼,영문명,한글명,종목업종코드,다우30편입여부,나스닥100편입여부,SP500편입여부,거래소코드,국가구분코드
H,CZ:300357 ,Zhejiang Wolwo Bio-Pharmaceutical Co Lt,아무바이오제약,    , , , ,SZSE,CZ 
H,CZ:300358 ,Truking Technology Ltd,초천테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300359 ,Qtone Education Group (Guangdong) Ltd,전통교육,    , , , ,SZSE,CZ 
H,CZ:300360 ,Hangzhou Sunrise Technology Co Ltd,거화과학기술,    , , , ,SZSE,CZ 
H,CZ:300362 ,Chengdu Techcent Environment Co Ltd,천상환경,    , , , ,SZSE,CZ 
H,CZ:300363 ,Porton Pharma Solutions Ltd,박등제약,    , , , ,SZSE,CZ 
H,CZ:300364 ,COL Global Co Ltd,중문재디지털출판,    , , , ,SZSE,CZ 
H,CZ:300365 ,Beijing Forever Technology Co Ltd,항화테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300366 ,Troy Information Technology Co Ltd,창의정보,    , , , ,SZSE,CZ 
H,CZ:300367 ,Netposa Technologies Ltd,동방망력,    , , , ,SZSE,CZ 
H,CZ:300368 ,Hebei Huijin Group Co Ltd,회금기전,    , , , ,SZSE,CZ 
H,CZ:300369 ,Nsfocus Technologies Group Co Ltd,녹맹과기,    , , , ,SZSE,CZ 
H,CZ:300370 ,Sichuan Etrol Technologies Co Ltd,안광테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300371 ,Huizhong Instrumentation Co Ltd,휘중측정기,    , , , ,SZSE,CZ 
H,CZ:300373 ,Yangzhou Yangjie Electronic Technology,양걸전자,    , , , ,SZSE,CZ 
H,CZ:300374 ,China Railway Prefabricated Constructio,항통혁신새목과학기술,    , , , ,SZSE,CZ 
H,CZ:300375 ,Tianjin Pengling Group Co Ltd,붕영고무호스,    , , , ,SZSE,CZ 
H,CZ:300376 ,East Group Co Ltd,역사특,    , , , ,SZSE,CZ 
H,CZ:300377 ,Shenzhen Ysstech Info-tech Co Ltd,영시성정보,    , , , ,SZSE,CZ 
H,CZ:300378 ,Digiwin Co Ltd,정첩소프트웨어,    , , , ,SZSE,CZ 
H,CZ:300380 ,Shanghai Amarsoft Information & Technol,안석정보기술,    , , , ,SZSE,CZ 
H,CZ:300381 ,Guangdong VTR Bio-Tech Co Ltd,일다리바이오테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300382 ,Suzhou SLAC Precision Equipment Co Ltd,사래극정밀설비,    , , , ,SZSE,CZ 
H,CZ:300383 ,Beijing Sinnet Technology Co Ltd,광배신망,    , , , ,SZSE,CZ 
H,CZ:300384 ,Beijing Sanlian Hope Shin Gosen Technic,삼연홍보ce Co Ltd,    , , , ,SZSE,CZ 
H,CZ:300385 ,Wuxi Xuelang Environmental Technology C,설랑환경보호,    , , , ,SZSE,CZ 
H,CZ:300386 ,Feitian Technologies Co Ltd,비천성신기술,    , , , ,SZSE,CZ 
H,CZ:300387 ,Hubei Forbon Technology Co Ltd,부방테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300388 ,Cecep Guozhen Environmental Protection,국정환경기술o Ltd,    , , , ,SZSE,CZ 
H,CZ:300389 ,Shenzhen Absen Optoelectronic Co Ltd,애비삼광전,    , , , ,SZSE,CZ 
H,CZ:300390 ,Canmax Technologies Co Ltd,천화초정테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300393 ,Jolywood (Suzhou) Sunwatt Co Ltd,중래태양광신소재,    , , , ,SZSE,CZ 
H,CZ:300394 ,Suzhou TFC Optical Communications Co Lt,천부광통신,    , , , ,SZSE,CZ 
H,CZ:300395 ,Hubei Feilihua Quartz Glass Co Ltd,비리화석영유리,    , , , ,SZSE,CZ 
H,CZ:300396 ,Dirui Industrial Co Ltd,적서의료,    , , , ,SZSE,CZ 
H,CZ:300397 ,Xi'an Tian He Defense Technology Co Ltd,천화방무,    , , , ,SZSE,CZ 
H,CZ:300398 ,PhiChem Corp,비개광전소재,    , , , ,SZSE,CZ 
H,CZ:300399 ,Jiangxi Tianli Technology Inc,천리모바일서비스,    , , , ,SZSE,CZ 
H,CZ:300400 ,Shenzhen JT Automation Equipment Co Ltd,경척자동화설비,    , , , ,SZSE,CZ 
H,CZ:300401 ,Zhejiang Garden Biopharmaceutical Co Lt,화원생화학,    , , , ,SZSE,CZ 
H,CZ:300402 ,Nanjing Baose Co Ltd,보색,    , , , ,SZSE,CZ 
H,CZ:300403 ,JHanyu Group JSC Ltd,지이한우전기,    , , , ,SZSE,CZ 
H,CZ:300404 ,Boji Medical Technology Co Ltd,박제바이오테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300405 ,Liaoning Kelong Fine Chemical Co Ltd,과륭정밀화학공업,    , , , ,SZSE,CZ 
H,CZ:300406 ,Beijing Strong Biotechnologies Inc,구강바이오테크,    , , , ,SZSE,CZ 
H,CZ:300407 ,Tianjin Keyvia Electric Co Ltd,개발전기,    , , , ,SZSE,CZ 
H,CZ:300408 ,Chaozhou Three-Circle (Group) Co Ltd,삼배그룹,    , , , ,SZSE,CZ 
H,CZ:300409 ,Guangdong Dowstone Technology co Ltd,도씨기술,    , , , ,SZSE,CZ 
H,CZ:300410 ,Guangdong Zhengye Technology Co Ltd,정업테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300411 ,Zhejiang Jindun Fans Co Ltd,금순송풍기,    , , , ,SZSE,CZ 
H,CZ:300412 ,Zhejiang Canaan Technology Ltd,가남테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300413 ,Mango Excellent Media Co Ltd,해피고홈쇼핑,    , , , ,SZSE,CZ 
H,CZ:300414 ,Sichuan Zhongguang Lightning Protection,중광방뢰ogies Co Ltd,    , , , ,SZSE,CZ 
H,CZ:300415 ,Yizumi Holdings Co Ltd,이지정밀기계,    , , , ,SZSE,CZ 
H,CZ:300416 ,Suzhou Sushi Testing Group Co Ltd,소시테스트그룹,    , , , ,SZSE,CZ 
H,CZ:300417 ,Nanhua Instruments Co Ltd,남화측정기,    , , , ,SZSE,CZ 
H,CZ:300418 ,Kunlun Tech Co Ltd,곤륜만유과기,    , , , ,SZSE,CZ 
H,CZ:300419 ,Beijing Interact Technology Co Ltd,호봉창원테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300420 ,Jiangsu Wuyang Automation Control Techn,오양테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300421 ,Jiangsu LiXing General Steel Ball Co Lt,역성통용강구,    , , , ,SZSE,CZ 
H,CZ:300422 ,Guangxi Bossco Environmental Protection,박세환경보호Co Ltd,    , , , ,SZSE,CZ 
H,CZ:300423 ,Sunfly Intelligent Technology Co Ltd,노억통지능전기,    , , , ,SZSE,CZ 
H,CZ:300424 ,Guangzhou Hangxin Aviation Technology C,항신항공테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300425 ,Cscec Scimee Sci & Tech Co Ltd,배능테크,    , , , ,SZSE,CZ 
H,CZ:300426 ,Zhejiang Huazhi Digital Media Co Ltd,당덕미디어,    , , , ,SZSE,CZ 
H,CZ:300427 ,Red Phase Inc,홍상전력설비,    , , , ,SZSE,CZ 
H,CZ:300428 ,Lizhong Sitong Light Alloys Group Co Lt,사통신금속재료,    , , , ,SZSE,CZ 
H,CZ:300429 ,Changzhou Tronly New Electronics Materi,실크로드지수,    , , , ,SZSE,CZ 
H,CZ:300430 ,Beijing Chieftain Control Technology Gr,성익통제어기술,    , , , ,SZSE,CZ 
H,CZ:300432 ,Fulin Precision Co Ltd,부림정공,    , , , ,SZSE,CZ 
H,CZ:300433 ,Lens Technology Co Ltd,남사과기,    , , , ,SZSE,CZ 
H,CZ:300434 ,Sichuan Goldstone Asia Pharmaceutical I,금석동방신소재,    , , , ,SZSE,CZ 
H,CZ:300435 ,Hangzhou Zhongtai Cryogenic Technology,중태극저온기술,    , , , ,SZSE,CZ 
H,CZ:300436 ,Fujian Cosunter Pharmaceutical Co Ltd,엄생당제약,    , , , ,SZSE,CZ 
H,CZ:300437 ,Henan Qingshuiyuan Technology Co Ltd,청수원테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300438 ,Guangzhou Great Power Energy&Technology,붕휘에너지기술,    , , , ,SZSE,CZ 
H,CZ:300439 ,Medicalsystem Biotechnology Co Ltd,미강바이오테크,    , , , ,SZSE,CZ 
H,CZ:300440 ,Chengdu Yunda Technology Co Ltd,운달테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300441 ,Ningbo BaoSi Energy Equipment Co,포사에너지장비,    , , , ,SZSE,CZ 
H,CZ:300442 ,Range Intelligent Computing Technology,보려성포장td,    , , , ,SZSE,CZ 
H,CZ:300443 ,Jinlei Technology Co Ltd,금뢰풍력발전,    , , , ,SZSE,CZ 
H,CZ:300444 ,Beijing SOJO Electric Co Ltd,쌍걸전기,    , , , ,SZSE,CZ 
H,CZ:300445 ,Beijing ConST Instruments Technology In,강사특측정과학기술,    , , , ,SZSE,CZ 
H,CZ:300446 ,Aerospace Intelligent Manufacturing Tec,악개신소재 Ltd,    , , , ,SZSE,CZ 
H,CZ:300447 ,Nanjing Quanxin Cable Technology Co Ltd,전신케이블,    , , , ,SZSE,CZ 
H,CZ:300448 ,Haoyun Technologies Co Ltd,호운테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300449 ,Beijing Hanbang Technology Corp,한방디지털기술,    , , , ,SZSE,CZ 
H,CZ:300450 ,Wuxi Lead Intelligent Equipment Co Ltd,선도지능장비,    , , , ,SZSE,CZ 
H,CZ:300451 ,B-Soft Co Ltd,창업소프트웨어,    , , , ,SZSE,CZ 
H,CZ:300452 ,Anhui Sunhere Pharmaceutical Excipients,산하약용첨가제,    , , , ,SZSE,CZ 
H,CZ:300453 ,Jiang Xi Sanxin Medtec Co Ltd,삼흠의료기술,    , , , ,SZSE,CZ 
H,CZ:300454 ,Sangfor Technologies Inc,심신복테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300455 ,Beijing Aerospace,강척홍외기술,    , , , ,SZSE,CZ 
H,CZ:300456 ,Sai Micro Electronics Inc,내위테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300457 ,Shenzhen Yinghe Technology Co Ltd,영합테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300458 ,All Winner Technology Co Ltd,전지과기,    , , , ,SZSE,CZ 
H,CZ:300459 ,Zhejiang Jinke Tom Culture Industry Co,금과문화산업,    , , , ,SZSE,CZ 
H,CZ:300460 ,Guangdong Faith Long Crystal Technology,혜륜수정기술,    , , , ,SZSE,CZ 
H,CZ:300461 ,Tanac Automation Co Ltd,전중자동화,    , , , ,SZSE,CZ 
H,CZ:300462 ,Shanghai Huaming Intelligent Terminal E,화면지능터미널장비,    , , , ,SZSE,CZ 
H,CZ:300463 ,Maccura Biotechnology Co Ltd,매국바이오테크,    , , , ,SZSE,CZ 
H,CZ:300464 ,Guangdong SACA Precision Manufacturing,성휘정밀제조,    , , , ,SZSE,CZ 
H,CZ:300465 ,Global Infotech Co Ltd,고위달소프트웨어,    , , , ,SZSE,CZ 
H,CZ:300466 ,Saimo Technology Co Ltd,새마전기,    , , , ,SZSE,CZ 
H,CZ:300467 ,Sichuan Xun You Network Technology Co L,신유네트워크,    , , , ,SZSE,CZ 
H,CZ:300468 ,Shenzhen Forms Syntron Information Co L,사방정창정보,    , , , ,SZSE,CZ 
H,CZ:300469 ,Transportation,중신정보개발,    , , , ,SZSE,CZ 
H,CZ:300470 ,Sinoseal Holding Co Ltd,일궤밀봉,    , , , ,SZSE,CZ 
H,CZ:300471 ,Houpu Clean Energy Group Co Ltd,후보동력전기설비,    , , , ,SZSE,CZ 
H,CZ:300472 ,New Universal Science And Technology Co,신원테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300473 ,Fuxin Dare Automotive Parts Co Ltd,덕이자동차부품,    , , , ,SZSE,CZ 
H,CZ:300474 ,Changsha Jingjia Microelectronics Co Lt,경가미전자,    , , , ,SZSE,CZ 
H,CZ:300475 ,Shannon Semiconductor Technology Co Ltd,취륭전동과학기술,    , , , ,SZSE,CZ 
H,CZ:300476 ,Victory Giant Technology (HuiZhou)Co Lt,성굉테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300477 ,Hezong Science and Technology Co Ltd,합종테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300478 ,Hangzhou Gaoxin Materials Technology Co,고신고무플라스틱재료,    , , , ,SZSE,CZ 
H,CZ:300479 ,Synthesis Electronic Technology Co Ltd,신사전자기술,    , , , ,SZSE,CZ 
H,CZ:300480 ,GL Tech Co Ltd,광력테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300481 ,Puyang Huicheng Electronic Material Co,혜성전자재료,    , , , ,SZSE,CZ 
H,CZ:300482 ,Guangzhou Wondfo Biotech Co Ltd,만부바이오테크,    , , , ,SZSE,CZ 
H,CZ:300483 ,Sino Prima Gas Technology Co Ltd,옥시원예,    , , , ,SZSE,CZ 
H,CZ:300484 ,Shenzhen V&T Technologies Co Ltd,남해화등기술,    , , , ,SZSE,CZ 
H,CZ:300485 ,Beijing Science Sun Pharmaceutical Co L,세승제약,    , , , ,SZSE,CZ 
H,CZ:300486 ,Omh Science Group Co Ltd,동걸지능물류,    , , , ,SZSE,CZ 
H,CZ:300487 ,Sunresin New Materials Co Ltd Xi'an,남효신소재,    , , , ,SZSE,CZ 
H,CZ:300488 ,Est Tools Co Ltd,항봉공구,    , , , ,SZSE,CZ 
H,CZ:300489 ,Optics Technology Holding Co Ltd,중비신기술,    , , , ,SZSE,CZ 
H,CZ:300490 ,HNAC Technology Co Ltd,화자테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300491 ,Shijiazhuang Tonhe Electronics Technolo,통합전자Ltd,    , , , ,SZSE,CZ 
H,CZ:300492 ,Huatu Cendes Co Ltd,산정설계,    , , , ,SZSE,CZ 
H,CZ:300493 ,Shanghai Fortune Techgroup Co Ltd,윤흔과학기술,    , , , ,SZSE,CZ 
H,CZ:300494 ,Hubei Century Network Technology Inc,성천네트워크,    , , , ,SZSE,CZ 
H,CZ:300495 ,Misho Ecology and Landscape Co Ltd,미상생태,    , , , ,SZSE,CZ 
H,CZ:300496 ,Thunder Software Technology Co Ltd,창달소프트웨어,    , , , ,SZSE,CZ 
H,CZ:300497 ,Jiangxi Fushine Pharmaceutical Co Ltd,부상제약업,    , , , ,SZSE,CZ 
H,CZ:300498 ,Wens Foodstuff Group Co Ltd,온씨식품,    , , , ,SZSE,CZ 
H,CZ:300499 ,Guangzhou Goaland Energy Conservation T,고란에너지,    , , , ,SZSE,CZ 
H,CZ:300500 ,Tus Design Group Co Ltd,계적설계그룹,    , , , ,SZSE,CZ 
H,CZ:300501 ,HySum Flexibles Global Inc,해순약품포장,    , , , ,SZSE,CZ 
H,CZ:300502 ,Eoptolink Technology Inc Ltd,신역성통신기술,    , , , ,SZSE,CZ 
H,CZ:300503 ,Guangzhou Haozhi Industrial Co Ltd,호지전기기계,    , , , ,SZSE,CZ 
H,CZ:300504 ,Sichuan Tianyi Comheart Telecom Co Ltd,사천천읍강화통신,    , , , ,SZSE,CZ 
H,CZ:300505 ,Kunming Chuan Jin Nuo Chemical Co Ltd,천금나과학공업,    , , , ,SZSE,CZ 
H,CZ:300506 ,Shenzhen Minkave Technology Co Ltd,명가휘테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300507 ,Jiangsu Olive Sensors High-Tech Co Ltd,소오센서,    , , , ,SZSE,CZ 
H,CZ:300508 ,Shanghai Weihong Electronic Technology,유굉전자기술,    , , , ,SZSE,CZ 
H,CZ:300509 ,Jiangsu Newamstar Packaging Machinery C,신미성포장기계,    , , , ,SZSE,CZ 
H,CZ:300510 ,Jilin Jinguan Electric Co Ltd,금관전기,    , , , ,SZSE,CZ 
H,CZ:300511 ,Shanghai Xuerong Bio-Technology Co Ltd,설용바이오테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300512 ,Hangzhou Zhongya Machinery Co Ltd,중아기계,    , , , ,SZSE,CZ 
H,CZ:300513 ,Beijing E-techstar Co Ltd,항태실달,    , , , ,SZSE,CZ 
H,CZ:300514 ,Shenzhen Friendcom Technology Developme,우신달과학기술,    , , , ,SZSE,CZ 
H,CZ:300515 ,Hunan Sundy Science and Technology Co L,삼덕과학기술,    , , , ,SZSE,CZ 
H,CZ:300516 ,Hubei Jiuzhiyang Infrared System Co Ltd,구지양적외선시스템,    , , , ,SZSE,CZ 
H,CZ:300517 ,Haibo Heavy Engineering Science and Tec,해파중공업 Ltd,    , , , ,SZSE,CZ 
H,CZ:300518 ,Guangxi Xinxunda Technology Group Co Lt,성신달테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300519 ,Zhejiang Xinguang Pharmaceutical Co Ltd,신광제약,    , , , ,SZSE,CZ 
H,CZ:300520 ,GuoChuang Software Co Ltd,국창소프트웨어,    , , , ,SZSE,CZ 
H,CZ:300521 ,AMSKY Technology Co Ltd,애사테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300522 ,Suzhou Sunmun Technology Co Ltd,세명테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300523 ,Beijing Global Safety Technology Co Ltd,진안테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300525 ,Fujian Boss Software Corp,박사소프트웨어,    , , , ,SZSE,CZ 
H,CZ:300527 ,China Harzone Industry Corp Ltd,화주중공응급장비,    , , , ,SZSE,CZ 
H,CZ:300528 ,Omnijoi Media Corp,행복람해미디어,    , , , ,SZSE,CZ 
H,CZ:300529 ,Jafron Biomedical Co Ltd,건범바이오,    , , , ,SZSE,CZ 
H,CZ:300530 ,Hunan Lead Power Technology Group Co Lt,달지환경기술,    , , , ,SZSE,CZ 
H,CZ:300531 ,Urovo Technology Co Ltd,우박신과기,    , , , ,SZSE,CZ 
H,CZ:300532 ,New Trend International Logis-tech Co L,금천국제물류,    , , , ,SZSE,CZ 
H,CZ:300533 ,Shenzhen Bingchuan Network Co Ltd,빙천네트워크,    , , , ,SZSE,CZ 
H,CZ:300534 ,Gansu Longshenrongfa Pharmaceutical Ind,녹신융발제약,    , , , ,SZSE,CZ 
H,CZ:300535 ,Sichuan Dowell Science and Technology I,달위테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300536 ,Wuhan Nusun Landscape Co Ltd,농상조경,    , , , ,SZSE,CZ 
H,CZ:300537 ,Jiangsu Kuangshun Photosensitivity New-,광신감광신소재 Co Ltd,    , , , ,SZSE,CZ 
H,CZ:300538 ,Shenzhen Tongyi Industry Co Ltd,동익산업,    , , , ,SZSE,CZ 
H,CZ:300539 ,Ningbo Henghe Precision Industry Co Ltd,횡하모형,    , , , ,SZSE,CZ 
H,CZ:300540 ,Sichuan Shudao Equipment and Technology,심랭액화시설,    , , , ,SZSE,CZ 
H,CZ:300541 ,Beijing Advanced Digital Technology Co,선진디지털테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300542 ,Brilliance Technology Co Ltd,신신테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300543 ,Shenzhen Longood Intelligent Electric C,낭과지능전기,    , , , ,SZSE,CZ 
H,CZ:300545 ,Shenzhen Liande Automatic Equipment Co,연득자동화설비,    , , , ,SZSE,CZ 
H,CZ:300546 ,Shenzhen Emperor Technology Co Ltd,웅제테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300547 ,Sichuan Chuanhuan Technology Co Ltd,천배테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300548 ,EverProX Technologies Co Ltd,박창테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300549 ,Jouder Precision Industry (Kunshan) Co,우덕정밀공업,    , , , ,SZSE,CZ 
H,CZ:300550 ,Heren Health Co Ltd,화인과기,    , , , ,SZSE,CZ 
H,CZ:300551 ,Shanghai Guao Electronic Technology Co,고오과기,    , , , ,SZSE,CZ 
H,CZ:300552 ,Vanjee Technology Co Ltd,만집과기,    , , , ,SZSE,CZ 
H,CZ:300553 ,Hangzhou Jizhi Mechatronic Co Ltd,집지전기기계,    , , , ,SZSE,CZ 
H,CZ:300554 ,NanJing Sanchao Advanced Materials Co L,삼초신소재,    , , , ,SZSE,CZ 
H,CZ:300555 ,Lootom Telcovideo Network(Wuxi) Co Ltd,로통영상네트워크,    , , , ,SZSE,CZ 
H,CZ:300556 ,Silkroad Vision Technology Co Ltd,사노비주얼테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300557 ,Wuhan Ligong Guangke Co Ltd,이공광과,    , , , ,SZSE,CZ 
H,CZ:300558 ,Betta Pharmaceuticals Co Ltd,패체제약,    , , , ,SZSE,CZ 
H,CZ:300559 ,Chengdu Jiafaantai Education Technology,가발안태과기,    , , , ,SZSE,CZ 
H,CZ:300560 ,Zhong Fu Tong Group Co Ltd,중부통,    , , , ,SZSE,CZ 
H,CZ:300561 ,SGSG Science & Technology Co Ltd Zhuhai,휘금과기,    , , , ,SZSE,CZ 
H,CZ:300562 ,Guangdong Transtek Medical Electronics,악심의료,    , , , ,SZSE,CZ 
H,CZ:300563 ,Shenyu Communication Technology Inc,신우통신테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300564 ,Zhubo Design Co Ltd,ZHUBO,    , , , ,SZSE,CZ 
H,CZ:300565 ,Shenzhen Kexin Communication Technologi,과신테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300566 ,Ningbo Exciton Technology Co Ltd,격지과기,    , , , ,SZSE,CZ 
H,CZ:300567 ,Wuhan Jingce Electronic Group Co Ltd,정측전자그룹,    , , , ,SZSE,CZ 
H,CZ:300568 ,Shenzhen Senior Technology Material Co,성원재질,    , , , ,SZSE,CZ 
H,CZ:300569 ,Qingdao Tianneng Heavy Industries Co Lt,천능중공업,    , , , ,SZSE,CZ 
H,CZ:300570 ,T&S Communications Co Ltd,태신광통신,    , , , ,SZSE,CZ 
H,CZ:300571 ,Hangzhou Anysoft Information Technology,평치신식기술,    , , , ,SZSE,CZ 
H,CZ:300572 ,Shenzhen Anche Technologies Co Ltd,안차검측,    , , , ,SZSE,CZ 
H,CZ:300573 ,Shenyang Xingqi Pharmaceutical Co Ltd,흥제안약,    , , , ,SZSE,CZ 
H,CZ:300575 ,Jiangsu Flag Chemical Industry Co Ltd,중기과기,    , , , ,SZSE,CZ 
H,CZ:300576 ,Shenzhen Rongda Photosensitive & Techno,용대감광과기,    , , , ,SZSE,CZ 
H,CZ:300577 ,Anhui Korrun Co Ltd,개윤,    , , , ,SZSE,CZ 
H,CZ:300578 ,BizConf Technology Co Ltd,회창통신,    , , , ,SZSE,CZ 
H,CZ:300579 ,BeiJing Certificate Authority Co Ltd,북경숫자인증,    , , , ,SZSE,CZ 
H,CZ:300580 ,Wuxi Best Precision Machinery Co Ltd,베스트정밀기계,    , , , ,SZSE,CZ 
H,CZ:300581 ,Xi'an ChenXiAviation Technology Corp Lt,신희항공,    , , , ,SZSE,CZ 
H,CZ:300582 ,Inventronics (Hangzhou) Inc,영비특전자,    , , , ,SZSE,CZ 
H,CZ:300583 ,Shandong Sito Bio-technology Co Ltd,새탁바이오테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300584 ,Nanjing Hicin Pharmaceutical Co Ltd,해진제약,    , , , ,SZSE,CZ 
H,CZ:300585 ,Nanjing Aolian AE&EA Co Ltd,오련전자,    , , , ,SZSE,CZ 
H,CZ:300586 ,Malion New Materials Co Ltd,미연신소재,    , , , ,SZSE,CZ 
H,CZ:300587 ,Zhejiang Tiantie Science and Technology,천철실업,    , , , ,SZSE,CZ 
H,CZ:300588 ,Xinjiang Sailing Information Technology,희릉신식기술,    , , , ,SZSE,CZ 
H,CZ:300589 ,Jianglong Shipbuilding Co Ltd,강룡선정,    , , , ,SZSE,CZ 
H,CZ:300590 ,Queclink Wireless Solutions Co Ltd,이위통신기술,    , , , ,SZSE,CZ 
H,CZ:300591 ,Guangdong Wanlima Industry Co Ltd,만리마실업,    , , , ,SZSE,CZ 
H,CZ:300592 ,Huakai Yibai Technology Co Ltd,화개문화창의,    , , , ,SZSE,CZ 
H,CZ:300593 ,Beijing Relpow Technology Co Ltd,북경신뢰능과기,    , , , ,SZSE,CZ 
H,CZ:300594 ,Shandong Longertek Technology Co Ltd,LONGERTEK,    , , , ,SZSE,CZ 
H,CZ:300595 ,Ovctek China Inc,구보강시과기,    , , , ,SZSE,CZ 
H,CZ:300596 ,Rianlon Corp,이안륭신소재,    , , , ,SZSE,CZ 
H,CZ:300597 ,Jilin Jlu Communication Design Institut,길림대통신설계,    , , , ,SZSE,CZ 
H,CZ:300598 ,ArcherMind Technology Co Ltd,성매테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300599 ,Guangdong Xiongsu Technology Group Co L,웅소테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300600 ,Changshu Guorui Technology Co Ltd,서특전기,    , , , ,SZSE,CZ 
H,CZ:300601 ,Shenzhen Kangtai Biological Products Co,강태바이오,    , , , ,SZSE,CZ 
H,CZ:300602 ,Shenzhen FRD Science & Techonology Co L,비송체과기,    , , , ,SZSE,CZ 
H,CZ:300603 ,Leon Technology Co Ltd,입앙기술,    , , , ,SZSE,CZ 
H,CZ:300604 ,Hangzhou Chang Chuan Technology Co Ltd,장천과기,    , , , ,SZSE,CZ 
H,CZ:300605 ,HengFeng Information Technology Co Ltd,항봉신식과기,    , , , ,SZSE,CZ 
H,CZ:300606 ,Dongguan Golden Sun Abrasives Co Ltd,금태양연마,    , , , ,SZSE,CZ 
H,CZ:300607 ,Guangdong Topstar Technology Co Ltd,척사체과기,    , , , ,SZSE,CZ 
H,CZ:300608 ,SI-TECH Information Technology Co Ltd,사특기신식기술,    , , , ,SZSE,CZ 
H,CZ:300609 ,Winner Technology Co Inc,휘납과기,    , , , ,SZSE,CZ 
H,CZ:300610 ,Yangzhou Chenhua New Material Co Ltd,신화신소재,    , , , ,SZSE,CZ 
H,CZ:300611 ,Zhejiang Meili High Technology Co Ltd,미역과기,    , , , ,SZSE,CZ 
H,CZ:300612 ,Shunya International Martech (Beijing),선아국제품패관리,    , , , ,SZSE,CZ 
H,CZ:300613 ,Shanghai Fullhan Microelectronics Co Lt,부한미전자,    , , , ,SZSE,CZ 
H,CZ:300614 ,Henan BCCY Environmental Energy Co Ltd,BCCY,    , , , ,SZSE,CZ 
H,CZ:300615 ,XDC Industries (Shenzhen) Ltd,흔천과기,    , , , ,SZSE,CZ 
H,CZ:300616 ,Guangzhou Shangpin Home Collection Co L,상품택배가거,    , , , ,SZSE,CZ 
H,CZ:300617 ,Jiangsu Ankura Intelligent Electric Co,안고지능수공정과기,    , , , ,SZSE,CZ 
H,CZ:300618 ,Nanjing Hanrui Cobalt Co Ltd,한예코발트,    , , , ,SZSE,CZ 
H,CZ:300619 ,Foshan Golden Milky Way Intelligent Equ,금은하지능장비,    , , , ,SZSE,CZ 
H,CZ:300620 ,Advanced Fiber Resources (Zhuhai) Ltd,광고과기,    , , , ,SZSE,CZ 
H,CZ:300621 ,Weiye Construction Group Co Ltd,유업장식그룹,    , , , ,SZSE,CZ 
H,CZ:300622 ,Doctorglasses Chain Co Ltd,박사안경,    , , , ,SZSE,CZ 
H,CZ:300623 ,Jiangsu Jiejie Microelectronics Co Ltd,첩첩마이크로전자,    , , , ,SZSE,CZ 
H,CZ:300624 ,Wondershare Technology Group Co Ltd,만흥테크놀로지,    , , , ,SZSE,CZ 
H,CZ:300625 ,Guangdong PAK Corporation Co Ltd,삼웅극광조명,    , , , ,SZSE,CZ 
H,CZ:300626 ,Huarui Electrical Appliance Co Ltd,화서전기,    , , , ,SZSE,CZ 
H,CZ:300627 ,Shanghai Huace Navigation Technology Lt,화측네비게이션,    , , , ,SZSE,CZ 
H,CZ:300628 ,Yealink Network Technology Corp Ltd,억련네트워크,    , , , ,SZSE,CZ 
