유형,채권분류코드,표준코드,종목명,채권이자분류코드,상장일,발행일,상환일
F9,02,KR350702GF26,도로공사924                             1320250214202502062035020,6,,,N
F9,02,KR350702GF34,도로공사931                             1320250314202503062030030,6,,,N
F9,02,KR350702GF42,도로공사939                             1320250502202504232028042,1,,,N
F9,02,KR350702GF59,도로공사942                             1320250513202505022055043,0,,,N
F9,02,KR350702GF67,도로공사955                             1320250620202506132055061,1,,,N
F9,02,KR350702GF75,도로공사961                             1320250714202507042035070,4,,,N
F9,02,KR350702GF83,도로공사967                             1320250901202508252045082,5,,,N
F9,02,KR350702GF91,도로공사969                             1320250930202509252030092,5,,,N
F9,02,KR350702GFA1,도로공사972                             1320251015202510012035100,1,,,N
F9,02,KR350702GFB9,도로공사982                             1320251119202511122035111,2,,,N
F9,02,KR350702GG17,도로공사987                             1320260203202601272031012,7,,,N
F9,02,KR350702GG25,도로공사989                             1320260209202602032031020,3,,,N
F9,02,KR350702GG41,도로공사1000                            1320260422202604152028041,4,,,N
F9,02,KR3507037074,도로공사497                             1320100805201007202030072,0,,,N
F9,02,KR3507037165,도로공사526                             1320110706201106282026062,8,,,N
F9,02,KR3507037256,도로공사551                             1320120611201205252032052,5,,,N
F9,02,KR3507037264,도로공사554                             1320120706201206272032062,7,,,N
F9,02,KR35070372C0,도로공사563                             1320130104201212182027121,8,,,N
F9,02,KR3507037322,도로공사568                             1320130306201302272028022,7,,,N
F9,02,KR3507037T22,도로공사410                             1320070308200702272027022,7,,,N
F9,02,KR3507037W43,도로공사468                             1320090508200904212039042,1,,,N
F9,02,KR350703G3A9,도로공사582                             1320131118201310102028101,0,,,N
F9,02,KR350703G4A7,도로공사609                             1320141106201410302034103,0,,,N
F9,02,KR350703G5B2,도로공사639                             1320151207201511302030113,0,,,N
F9,02,KR350703G739,도로공사659                             1320170405201703292027032,9,,,N
F9,02,KR350703G796,도로공사667                             1320171012201709152027091,5,,,N
F9,02,KR350703G929,도로공사699                             1320190308201902272039022,7,,,N
F9,02,KR350703G945,도로공사704                             1320190509201904252049042,5,,,N
F9,02,KR350703G9C2,도로공사723                             1320200102201912182026121,8,,,N
F9,02,KR350703GA38,도로공사726                             1320200406202003192027031,9,,,N
F9,02,KR350703GA53,도로공사738                             1320200608202005282030052,8,,,N
F9,02,KR350703GAA0,도로공사746                             1320201109202010292050102,9,,,N
F9,02,KR350703GAC6,도로공사756                             1320210108202012232050122,3,,,N
F9,02,KR350703GB37,도로공사759                             1320210412202103182031031,8,,,N
F9,02,KR350703GB45,도로공사764                             1320210511202104082051040,8,,,N
F9,02,KR350703GB78,도로공사769                             1320210813202107232031072,3,,,N
F9,02,KR350703GBA8,도로공사776                             1320211108202110212026102,1,,,N
F9,02,KR350703GBB6,도로공사783                             1320211125202111112041111,1,,,N
F9,02,KR350703GBC4,도로공사789                             1320211230202112092041120,9,,,N
F9,02,KR350703GC36,도로공사797                             1320220408202203112042031,1,,,N
F9,02,KR350703GC44,도로공사802                             1320220429202204152027041,5,,,N
F9,02,KR350703GC69,도로공사811                             1320220708202206242042062,4,,,N
F9,02,KR350703GC77,도로공사814                             1320220804202207292052072,9,,,N
F9,02,KR350703GC93,도로공사819                             1320221007202209262052092,6,,,N
F9,02,KR350703GCB4,도로공사827                             1320221201202211172027111,7,,,N
F9,02,KR350703GD27,도로공사834                             1320230228202302212028022,1,,,N
F9,02,KR350703GD35,도로공사837                             1320230323202303162028031,6,,,N
F9,02,KR350703GD43,도로공사842                             1320230421202304142033041,4,,,N
F9,02,KR350703GD50,도로공사847                             1320230526202305192043051,9,,,N
F9,02,KR350703GD68,도로공사850                             1320230630202306222026062,2,,,N
F9,02,KR350703GD84,도로공사856                             1320230908202308302026082,8,,,N
F9,02,KR350703GDA4,도로공사864                             1320231031202310232028102,3,,,N
F9,02,KR350703GDB2,도로공사870                             1320231128202311162028111,6,,,N
F9,02,KR350703GE26,도로공사875                             1320240222202402142027021,2,,,N
F9,02,KR350703GE34,도로공사881                             1320240322202403142044031,4,,,N
F9,02,KR350703GE83,도로공사895                             1320240830202408212054082,1,,,N
F9,02,KR350703GE91,도로공사900                             1320240925202409132027091,3,,,N
F9,02,KR350703GEA2,도로공사906                             1320241031202410242029102,4,,,N
F9,02,KR350703GEB0,도로공사913                             1320241122202411142029111,4,,,N
F9,02,KR350703GEC8,도로공사920                             1320241220202412132054121,1,,,N
F9,02,KR350703GF25,도로공사925                             1320250221202502112030021,1,,,N
F9,02,KR350703GF33,도로공사932                             1320250314202503062055030,5,,,N
F9,02,KR350703GF41,도로공사940                             1320250502202504232030042,3,,,N
F9,02,KR350703GF58,도로공사946                             1320250516202505082035050,8,,,N
F9,02,KR350703GF66,도로공사956                             1320250627202506202028062,0,,,N
F9,02,KR350703GF74,도로공사962                             1320250718202507142035071,3,,,N
F9,02,KR350703GF90,도로공사970                             1320250930202509252035092,5,,,N
F9,02,KR350703GFA9,도로공사973                             1320251015202510012055100,1,,,N
F9,02,KR350703GFB7,도로공사983                             1320251119202511122055111,2,,,N
F9,02,KR350703GG24,도로공사990                             1320260212202602052036020,5,,,N
F9,02,KR350703GG40,도로공사1001                            1320260422202604152031041,5,,,N
F9,02,KR3507047297,도로공사560                             1320121009201209262062092,6,,,N
F9,02,KR3507047T20,도로공사411                             1320070308200702272037022,7,,,N
F9,02,KR350704G588,도로공사631                             2120150907201508192030081,9,,,N
F9,02,KR350704G794,도로공사668                             1320171012201709212047092,1,,,N
F9,02,KR350704GA45,도로공사731                             1320200508202004092050040,9,,,N
F9,02,KR350704GAB6,도로공사750                             1320201209202011122050111,2,,,N
F9,02,KR350704GB36,도로공사760                             1320210412202103262031032,6,,,N
F9,02,KR350704GB44,도로공사765                             1320210511202104152041041,5,,,N
F9,02,KR350704GB77,도로공사770                             1320210813202107232041072,3,,,N
F9,02,KR350704GBA6,도로공사777                             1320211108202110212041102,1,,,N
F9,02,KR350704GBB4,도로공사784                             1320211125202111112051111,1,,,N
F9,02,KR350704GC35,도로공사798                             1320220408202203242027032,4,,,N
F9,02,KR350704GC43,도로공사803                             1320220509202204152052041,5,,,N
F9,02,KR350704GC92,도로공사820                             1320221007202209282042092,8,,,N
F9,02,KR350704GD34,도로공사838                             1320230323202303162033031,6,,,N
F9,02,KR350704GD42,도로공사843                             1320230428202304212028042,1,,,N
F9,02,KR350704GD67,도로공사851                             1320230707202306292028062,9,,,N
F9,02,KR350704GDA2,도로공사865                             1320231031202310232033102,1,,,N
F9,02,KR350704GE25,도로공사876                             1320240222202402142034021,4,,,N
F9,02,KR350704GE33,도로공사882                             1320240329202403212029032,1,,,N
F9,02,KR350704GE82,도로공사896                             1320240906202408292029082,9,,,N
F9,02,KR350704GE90,도로공사901                             1320240925202409132054091,1,,,N
F9,02,KR350704GEA0,도로공사907                             1320241031202410242054102,3,,,N
F9,02,KR350704GEB8,도로공사914                             1320241129202411212029112,1,,,N
F9,02,KR350704GF24,도로공사926                             1320250228202502202028021,8,,,N
F9,02,KR350704GF32,도로공사933                             1320250324202503142030031,4,,,N
F9,02,KR350704GF40,도로공사943                             1320250513202504302035043,0,,,N
F9,02,KR350704GF57,도로공사944                             1320250516202505092028050,9,,,N
F9,02,KR350704GF65,도로공사957                             1320250627202506202055061,8,,,N
F9,02,KR350704GF73,도로공사963                             1320250718202507142045071,4,,,N
F9,02,KR350704GFA7,도로공사974                             1320251024202510172030101,7,,,N
F9,02,KR350704GFB5,도로공사984                             1320251125202511182029021,6,,,N
F9,02,KR350704GG23,도로공사991                             1320260213202602092031062,0,,,N
F9,02,KR350704GG49,도로공사1002                            1320260429202604222029042,0,,,N
F9,02,KR350705G791,도로공사669                             1320171012201709272037092,7,,,N
F9,02,KR350705G7B6,도로공사675                             1320171211201711242047112,4,,,N
F9,02,KR350705GB35,도로공사761                             1320210412202103262041032,6,,,N
F9,02,KR350705GBB1,도로공사785                             1320211207202111192051111,9,,,N
F9,02,KR350705GBC9,도로공사790                             1320211230202112162041121,6,,,N
F9,02,KR350705GC34,도로공사799                             1320220408202203242042032,4,,,N
F9,02,KR350705GC42,도로공사804                             1320220509202204222042042,2,,,N
F9,02,KR350705GD33,도로공사839                             1320230407202303292043032,9,,,N
F9,02,KR350705GD41,도로공사844                             1320230428202304212043042,1,,,N
F9,02,KR350705GD90,도로공사861                             1320231006202309252033092,3,,,N
F9,02,KR350705GDA9,도로공사866                             1320231103202310262028102,6,,,N
F9,02,KR350705GE24,도로공사877                             1320240228202402212027021,9,,,N
F9,02,KR350705GE32,도로공사883                             1320240329202403252027032,5,,,N
F9,02,KR350705GE81,도로공사897                             1320240906202408292044082,9,,,N
F9,02,KR350705GE99,도로공사902                             1320241004202409262026092,3,,,N
F9,02,KR350705GEA7,도로공사908                             1320241031202410242028102,4,,,N
F9,02,KR350705GEB5,도로공사915                             1320241129202411212054112,0,,,N
F9,02,KR350705GF23,도로공사927                             1320250228202502202030022,0,,,N
F9,02,KR350705GF31,도로공사934                             1320250324202503142055031,2,,,N
F9,02,KR350705GF56,도로공사945                             1320250516202505092030050,8,,,N
F9,02,KR350705GF64,도로공사958                             1320250627202506202035062,0,,,N
F9,02,KR350705GF72,도로공사964                             1320250725202507182035071,8,,,N
F9,02,KR350705GFA4,도로공사975                             1320251024202510172035101,7,,,N
F9,02,KR350705GG22,도로공사992                             1320260212202602062029020,6,,,N
F9,02,KR350705GG48,도로공사1003                            1320260429202604222031042,2,,,N
F9,02,KR35070670C7,도로공사515                             1320101228201012172030121,7,,,N
F9,02,KR350706GA43,도로공사733                             1320200508202004172030041,7,,,N
F9,02,KR350706GAB1,도로공사752                             1320201209202011192027111,9,,,N
F9,02,KR350706GBA1,도로공사780                             1320211108202110282051102,8,,,N
F9,02,KR350706GBC7,도로공사791                             1320211230202112162051121,6,,,N
F9,02,KR350706GDA7,도로공사867                             1320231103202310262033102,6,,,N
F9,02,KR350706GE23,도로공사878                             1320240308202402292034022,8,,,N
F9,02,KR350706GE31,도로공사884                             1320240329202403252044032,5,,,N
F9,02,KR350706GE98,도로공사903                             1320241004202409262029092,6,,,N
F9,02,KR350706GEA5,도로공사909                             1320241031202410242034102,4,,,N
F9,02,KR350706GEB3,도로공사916                             1320241206202411282027112,6,,,N
F9,02,KR350706GF22,도로공사928                             1320250307202502272028022,5,,,N
F9,02,KR350706GF30,도로공사935                             1320250331202503212028032,1,,,N
F9,02,KR350706GF55,도로공사947                             1320250526202505162028051,6,,,N
F9,02,KR350706GF63,도로공사959                             1320250702202506242035062,2,,,N
F9,02,KR350706GF71,도로공사965                             1320250725202507182055071,6,,,N
F9,02,KR350706GFA2,도로공사976                             1320251024202510172055101,5,,,N
F9,02,KR350706GG21,도로공사993                             1320260220202602102029020,9,,,N
F9,02,KR350706GG47,도로공사1004                            1320260506202604282036042,8,,,N
F9,02,KR350707GC40,도로공사806                             1320220509202204272052042,7,,,N
F9,02,KR350707GE30,도로공사885                             1320240402202403262029032,6,,,N
F9,02,KR350707GEA3,도로공사910                             1320241108202410312034103,1,,,N
F9,02,KR350707GEB1,도로공사917                             1320241206202411282029112,8,,,N
F9,02,KR350707GF21,도로공사929                             1320250307202502272030022,7,,,N
F9,02,KR350707GF39,도로공사936                             1320250331202503212035032,1,,,N
F9,02,KR350707GF54,도로공사948                             1320250526202505162030051,6,,,N
F9,02,KR350707GFA0,도로공사977                             1320251024202510172045101,7,,,N
F9,02,KR350707GG20,도로공사994                             1320260220202602102031021,0,,,N
F9,02,KR350707GG46,도로공사1005                            1320260508202604292029042,7,,,N
F9,02,KR350708GA41,도로공사735                             1320200508202004242040042,4,,,N
F9,02,KR350708GE39,도로공사886                             1320240402202403262044032,5,,,N
F9,02,KR350708GF38,도로공사937                             1320250408202503312035033,0,,,N
F9,02,KR350708GF53,도로공사949                             1320250530202505232035052,3,,,N
F9,02,KR350708GFA8,도로공사978                             1320251030202510222035102,2,,,N
F9,02,KR350708GG29,도로공사995                             1320260224202602122029020,9,,,N
F9,02,KR350709GF52,도로공사950                             1320250530202505232055052,1,,,N
F9,02,KR350709GFA6,도로공사979                             1320251104202510292030102,9,,,N
F9,02,KR350709GG28,도로공사996                             1320260309202602262028022,5,,,N
F9,02,KR350710GF59,도로공사951                             1320250530202505232045052,3,,,N
F9,02,KR350710GFA4,도로공사980                             1320251104202510292035102,9,,,N
F9,02,KR350710GG25,도로공사997                             1320260309202602262031022,6,,,N
F9,02,KR350711GF58,도로공사952                             1320250605202505282030052,8,,,N
F9,02,KR350712GF57,도로공사953                             1320250605202505282055052,8,,,N
F9,02,KR350801G384,한국가스공사334                         1320130819201308132026081,3,,,N
F9,02,KR350801G392,한국가스공사336                         1320130909201309042027090,4,,,N
F9,02,KR350801G426,한국가스공사357                         1320140225201402202034022,0,,,N
F9,02,KR350801G442,한국가스공사359                         1320140425201404222034042,2,,,N
F9,02,KR350801G459,한국가스공사361                         1320140523201405202029052,0,,,N
F9,02,KR350801G467,한국가스공사362                         1320140620201406172029061,7,,,N
F9,02,KR350801G4B6,한국가스공사368                         1320141117201411122029111,2,,,N
F9,02,KR350801G525,한국가스공사371                         1320150210201502052030080,5,,,N
F9,02,KR350801G558,한국가스공사375                         1320150526201505212030052,1,,,N
F9,02,KR350801G574,한국가스공사377                         1320150721201507162030071,6,,,N
F9,02,KR350801G582,한국가스공사378                         1320150901201508272030082,7,,,N
F9,02,KR350801G632,한국가스공사379                         1320160329201603242036032,4,,,N
F9,02,KR350801G665,한국가스공사380                         1320160627201606222036062,2,,,N
F9,02,KR350801G855,한국가스공사388                         1320180518201805152038051,5,,,N
F9,02,KR350801G921,한국가스공사390                         1320190222201902192039021,9,,,N
F9,02,KR350801G939,한국가스공사391                         1320190313201903072039030,7,,,N
F9,02,KR350801G947,한국가스공사393                         1320190430201904252027042,5,,,N
F9,02,KR350801G954,한국가스공사394                         1320190517201905152034051,5,,,N
F9,02,KR350801G962,한국가스공사395                         1320190628201906252028062,5,,,N
F9,02,KR350801G996,한국가스공사397                         1320190906201909042028090,4,,,N
F9,02,KR350801GA21,한국가스공사404                         1320200224202002202040022,0,,,N
F9,02,KR350801GA47,한국가스공사405                         1320200429202004272030042,7,,,N
F9,02,KR350801GA54,한국가스공사406                         1320200529202005262027052,6,,,N
F9,02,KR350801GA62,한국가스공사407                         1320200622202006172030061,7,,,N
F9,02,KR350801GA70,한국가스공사408                         1320200720202007162027071,6,,,N
F9,02,KR350801GB46,한국가스공사413                         1320210504202104292031042,9,,,N
F9,02,KR350801GB61,한국가스공사414                         1320210614202106082028060,8,,,N
F9,02,KR350801GB87,한국가스공사415                         1320210827202108242031082,4,,,N
F9,02,KR350801GC29,한국가스공사417                         1320220223202202182027021,8,,,N
F9,02,KR350801GC37,한국가스공사418                         1320220323202203182027031,8,,,N
F9,02,KR350801GC78,한국가스공사421                         1320220803202207292027072,9,,,N
F9,02,KR350801GC86,한국가스공사422                         1320220817202208112027081,1,,,N
F9,02,KR350801GD28,한국가스공사435                         1320230220202302102028021,0,,,N
F9,02,KR350801GD93,한국가스공사461                         1320230913202309072026090,7,,,N
F9,02,KR350801GDA6,한국가스공사468                         1320231019202310132027101,3,,,N
F9,02,KR350801GE27,한국가스공사480                         1320240222202402162029021,6,,,N
F9,02,KR350801GE35,한국가스공사482                         1320240320202403142029031,4,,,N
F9,02,KR350801GE43,한국가스공사485                         1320240418202404122027041,2,,,N
F9,02,KR350801GE50,한국가스공사489                         1320240521202405162027051,6,,,N
F9,02,KR350801GE68,한국가스공사493                         1320240617202406122026061,2,,,N
F9,02,KR350801GE76,한국가스공사495                         1320240722202407172027071,7,,,N
F9,02,KR350801GE84,한국가스공사499                         1320240821202408142027081,4,,,N
F9,02,KR350801GE92,한국가스공사501                         1320240923202409132027091,3,,,N
F9,02,KR350801GEA4,한국가스공사503                         1320241018202410152027101,5,,,N
F9,02,KR350801GEB2,한국가스공사505                         1320241106202411012027110,1,,,N
F9,02,KR350801GEC0,한국가스공사512                         1320241216202412102029121,0,,,N
F9,02,KR350801GF34,한국가스공사513                         1320250317202503112027031,1,,,N
F9,02,KR350801GF42,한국가스공사519                         1320250416202504102027041,0,,,N
F9,02,KR350801GF59,한국가스공사523                         1320250520202505142027051,4,,,N
F9,02,KR350801GF67,한국가스공사526                         1320250610202506022028060,2,,,N
F9,02,KR350801GF75,한국가스공사532                         1320250709202507032030070,3,,,N
F9,02,KR350801GF83,한국가스공사535                         1320250820202508132028081,3,,,N
F9,02,KR350801GF91,한국가스공사539                         1320250917202509112028091,1,,,N
F9,02,KR350801GFA1,한국가스공사543                         1320251020202510152028101,5,,,N
F9,02,KR350801GFB9,한국가스공사547                         1320251124202511192027111,9,,,N
F9,02,KR350801GFC7,한국가스공사551                         1320251205202512022027120,2,,,N
F9,02,KR350801GG33,한국가스공사553                         1320260317202603122029031,2,,,N
F9,02,KR350801GG41,한국가스공사557                         1320260421202604162028041,6,,,N
F9,02,KR350801GG58,한국가스공사561                         1320260520202605142029051,4,,,N
F9,02,KR3508027272,한국가스공사318                         1320120731201207262027072,6,,,N
F9,02,KR3508027348,한국가스공사329                         1320130503201304302028043,0,,,N
F9,02,KR350802G390,한국가스공사337                         1320130923201309132027091,3,,,N
F9,02,KR350802G3B7,한국가스공사347                         1320131111201311052033110,5,,,N
F9,02,KR350802G3C5,한국가스공사355                         1320131218201312132029061,3,,,N
F9,02,KR350802G838,한국가스공사385                         1320180323201803202038032,0,,,N
F9,02,KR350802G937,한국가스공사392                         1320190322201903192029031,9,,,N
F9,02,KR350802G994,한국가스공사398                         1320190927201909242028092,4,,,N
F9,02,KR350802G9A6,한국가스공사400                         1320191021201910172039101,7,,,N
F9,02,KR350802GA79,한국가스공사409                         1320200803202007292030072,9,,,N
F9,02,KR350802GC44,한국가스공사420                         1320220503202204282027042,8,,,N
F9,02,KR350802GD43,한국가스공사443                         1320230419202304142028041,4,,,N
F9,02,KR350802GD50,한국가스공사446                         1320230524202305182028051,8,,,N
F9,02,KR350802GD68,한국가스공사450                         1320230621202306162026061,6,,,N
F9,02,KR350802GD76,한국가스공사454                         1320230726202307212028072,1,,,N
F9,02,KR350802GD84,한국가스공사458                         1320230818202308112028081,1,,,N
F9,02,KR350802GD92,한국가스공사462                         1320230913202309072028090,7,,,N
F9,02,KR350802GDB2,한국가스공사474                         1320231122202311162028111,6,,,N
F9,02,KR350802GDC0,한국가스공사478                         1320231220202312142028121,4,,,N
F9,02,KR350802GE26,한국가스공사479                         1320240222202402162027021,6,,,N
F9,02,KR350802GE34,한국가스공사481                         1320240320202403142027031,4,,,N
F9,02,KR350802GE42,한국가스공사486                         1320240418202404122029041,2,,,N
F9,02,KR350802GE59,한국가스공사490                         1320240521202405162029051,6,,,N
F9,02,KR350802GE67,한국가스공사494                         1320240617202406122029061,2,,,N
F9,02,KR350802GE75,한국가스공사496                         1320240722202407172029071,7,,,N
F9,02,KR350802GE83,한국가스공사500                         1320240821202408142029081,4,,,N
F9,02,KR350802GE91,한국가스공사502                         1320240923202409132029091,3,,,N
F9,02,KR350802GEA2,한국가스공사504                         1320241018202410152029101,5,,,N
F9,02,KR350802GEB0,한국가스공사506                         1320241106202411012029110,1,,,N
F9,02,KR350802GEC8,한국가스공사511                         1320241216202412102026121,0,,,N
F9,02,KR350802GF33,한국가스공사514                         1320250317202503112030031,1,,,N
F9,02,KR350802GF41,한국가스공사520                         1320250416202504102028041,0,,,N
F9,02,KR350802GF58,한국가스공사524                         1320250520202505142028051,4,,,N
F9,02,KR350802GF66,한국가스공사525                         1320250610202506022027060,2,,,N
F9,02,KR350802GF74,한국가스공사531                         1320250709202507032028070,3,,,N
F9,02,KR350802GF82,한국가스공사536                         1320250820202508132030081,3,,,N
F9,02,KR350802GF90,한국가스공사540                         1320250917202509112030091,0,,,N
F9,02,KR350802GFA9,한국가스공사544                         1320251020202510152030101,5,,,N
F9,02,KR350802GFB7,한국가스공사548                         1320251124202511192030111,9,,,N
F9,02,KR350802GFC5,한국가스공사552                         1320251205202512022030120,2,,,N
F9,02,KR350802GG32,한국가스공사554                         1320260317202603122031031,2,,,N
F9,02,KR350802GG40,한국가스공사558                         1320260421202604162029041,6,,,N
F9,02,KR350802GG57,한국가스공사562                         1320260520202605142031051,4,,,N
F9,02,KR3508037321,한국가스공사327                         1320130225201302212028082,1,,,N
F9,02,KR350803G398,한국가스공사338                         1320130927201309242026092,4,,,N
F9,02,KR350803G9B3,한국가스공사403                         1320191202201911282039112,8,,,N
F9,02,KR350803GD34,한국가스공사440                         1320230322202303152028031,5,,,N
F9,02,KR350803GD42,한국가스공사444                         1320230504202304272028042,7,,,N
F9,02,KR350803GD59,한국가스공사448                         1320230605202305312028053,1,,,N
F9,02,KR350803GD75,한국가스공사453                         1320230726202307212026072,1,,,N
F9,02,KR350803GD83,한국가스공사460                         1320230830202308242028082,4,,,N
F9,02,KR350803GDB0,한국가스공사475                         1320231130202311242026112,4,,,N
F9,02,KR350803GE74,한국가스공사497                         1320240801202407292026072,9,,,N
F9,02,KR350803GEB8,한국가스공사507                         1320241119202411132026111,3,,,N
F9,02,KR350803GF32,한국가스공사516                         1320250325202503192030031,9,,,N
F9,02,KR350803GF40,한국가스공사522                         1320250429202504232028042,3,,,N
F9,02,KR350803GF65,한국가스공사528                         1320250624202506192030061,9,,,N
F9,02,KR350803GF73,한국가스공사533                         1320250729202507232027072,3,,,N
F9,02,KR350803GF81,한국가스공사537                         1320250825202508192027081,9,,,N
F9,02,KR350803GF99,한국가스공사542                         1320250929202509232030092,3,,,N
F9,02,KR350803GFA7,한국가스공사546                         1320251103202510292030102,9,,,N
F9,02,KR350803GFB5,한국가스공사549                         1320251128202511252027112,5,,,N
F9,02,KR350803GG31,한국가스공사555                         1320260331202603262029032,6,,,N
F9,02,KR350803GG49,한국가스공사560                         1320260430202604272029042,7,,,N
F9,02,KR350803GG56,한국가스공사563                         1320260529202605222028052,2,,,N
F9,02,KR350804G3B5,한국가스공사349                         1320131120201311152029051,5,,,N
F9,02,KR350804GCA2,한국가스공사430                         1320221103202210282027102,8,,,N
F9,02,KR350804GD25,한국가스공사437                         1320230310202302282028022,8,,,N
F9,02,KR350804GD33,한국가스공사441                         1320230404202303282028032,8,,,N
F9,02,KR350804GD74,한국가스공사456                         1320230802202307272028072,7,,,N
F9,02,KR350804GD90,한국가스공사464                         1320230920202309142026091,4,,,N
F9,02,KR350804GDA0,한국가스공사470                         1320231027202310232027042,3,,,N
F9,02,KR350804GDB8,한국가스공사476                         1320231130202311242028112,4,,,N
F9,02,KR350804GE32,한국가스공사484                         1320240401202403272027032,7,,,N
F9,02,KR350804GE40,한국가스공사488                         1320240502202404262027042,6,,,N
F9,02,KR350804GE57,한국가스공사492                         1320240605202405302027053,0,,,N
F9,02,KR350804GE73,한국가스공사498                         1320240801202407292027072,9,,,N
F9,02,KR350804GEB6,한국가스공사508                         1320241119202411132029111,3,,,N
F9,02,KR350804GF31,한국가스공사515                         1320250325202503192028031,9,,,N
F9,02,KR350804GF49,한국가스공사521                         1320250429202504232027042,3,,,N
F9,02,KR350804GF64,한국가스공사527                         1320250624202506192028061,9,,,N
F9,02,KR350804GF72,한국가스공사534                         1320250729202507232030072,3,,,N
F9,02,KR350804GF80,한국가스공사538                         1320250825202508192030081,9,,,N
F9,02,KR350804GF98,한국가스공사541                         1320250929202509232027092,3,,,N
F9,02,KR350804GFA5,한국가스공사545                         1320251103202510292028102,9,,,N
F9,02,KR350804GFB3,한국가스공사550                         1320251128202511252030112,5,,,N
F9,02,KR350804GG30,한국가스공사556                         1320260331202603262031032,6,,,N
F9,02,KR350804GG48,한국가스공사559                         1320260430202604272028042,7,,,N
F9,02,KR350804GG55,한국가스공사564                         1320260529202605222029052,2,,,N
F9,02,KR350805G3A6,한국가스공사344                         1320131029201310242029042,4,,,N
F9,02,KR350805GD73,한국가스공사455                         1320230802202307272026072,7,,,N
F9,02,KR350805GD99,한국가스공사465                         1320230927202309212026092,1,,,N
F9,02,KR350805GEB3,한국가스공사510                         1320241125202411202029112,0,,,N
F9,02,KR350805GF30,한국가스공사517                         1320250331202503262027032,6,,,N
F9,02,KR350805GF63,한국가스공사529                         1320250701202506262028062,6,,,N
F9,02,KR350806GD98,한국가스공사466                         1320230927202309212028092,1,,,N
F9,02,KR350806GDA5,한국가스공사472                         1320231102202310272026102,7,,,N
F9,02,KR350806GEB1,한국가스공사509                         1320241125202411202026112,0,,,N
F9,02,KR350806GF39,한국가스공사518                         1320250331202503262028032,6,,,N
F9,02,KR350806GF62,한국가스공사530                         1320250701202506262030062,6,,,N
F9,02,KR350807G3A4,한국가스공사345                         1320131104201310302029043,0,,,N
F9,02,KR350807G3B2,한국가스공사352                         1320131127201311222034052,2,,,N
F9,02,KR3509017199,한국수자원공사161                       1320110906201109052031090,5,,,N
F9,02,KR35090171B4,한국수자원공사170                       1320111118201111152026111,5,,,N
F9,02,KR35090171C2,한국수자원공사172                       1320111207201112052026120,5,,,N
F9,02,KR3509017264,한국수자원공사176                       1320120604201206012027060,1,,,N
F9,02,KR3509017272,한국수자원공사179                       1320120730201207272027072,7,,,N
F9,02,KR35090172C0,한국수자원공사182                       1320121220201212182027121,8,,,N
F9,02,KR350901D868,한국수자원공사241                       1220180625201806222043062,2,,,N
F9,02,KR350901D8C7,한국수자원공사245                       1220181219201812182043121,8,,,N
F9,02,KR350901DB55,한국수자원공사264                       1220210527202105262051052,6,,,N
F9,02,KR350901DEA9,한국수자원공사280                       1320241022202410212027042,1,,,N
F9,02,KR350901G473,한국수자원공사199                       1320140722201407212029072,1,,,N
F9,02,KR350901G4A7,한국수자원공사203                       1320141022201410212029102,1,,,N
F9,02,KR350901G4C3,한국수자원공사205                       1320141218201412172029121,7,,,N
F9,02,KR350901G556,한국수자원공사208                       1320150526201505222030052,2,,,N
F9,02,KR350901G614,한국수자원공사210                       1320160129201601282036012,8,,,N
F9,02,KR350901G630,한국수자원공사211                       1320160323201603222036032,2,,,N
F9,02,KR350901G663,한국수자원공사212                       1320160623201606222046062,2,,,N
F9,02,KR350901G671,한국수자원공사214                       1320160722201607212031072,1,,,N
F9,02,KR350901G6C8,한국수자원공사220                       1320161214201612132046121,3,,,N
F9,02,KR350901G713,한국수자원공사221                       1320170104201701032026070,3,,,N
F9,02,KR350901G747,한국수자원공사233                       1320170407201704062027040,6,,,N
F9,02,KR350901G7C6,한국수자원공사236                       1320171222201712212047122,1,,,N
F9,02,KR350901G812,한국수자원공사237                       1320180118201801172028011,7,,,N
F9,02,KR350901G820,한국수자원공사239                       1320180214201802132038021,3,,,N
F9,02,KR350901G895,한국수자원공사242                       1320180920201809192043091,9,,,N
F9,02,KR350901G8B6,한국수자원공사244                       1320181126201811232038112,3,,,N
F9,02,KR350901G960,한국수자원공사249                       1320190617201906142039061,4,,,N
F9,02,KR350901G978,한국수자원공사250                       1320190702201907012049070,1,,,N
F9,02,KR350901GB86,한국수자원공사265(녹)                   1320210805202108042026080,4,,,N
F9,02,KR350901GD68,한국수자원공사269                       1320230623202306222026062,2,,,N
F9,02,KR350901GE18,한국수자원공사272                       1320240110202401092034010,9,,,N
F9,02,KR350901GE26,한국수자원공사273                       1320240202202402012027020,1,,,N
F9,02,KR350901GE34,한국수자원공사275(녹)                   1320240318202403152027031,5,,,N
F9,02,KR350901GE42,한국수자원공사276                       1320240418202404172034041,7,,,N
F9,02,KR350901GE91,한국수자원공사279                       1320240926202409252026092,3,,,N
F9,02,KR350901GEC8,한국수자원공사281                       1320241226202412232029122,1,,,N
F9,02,KR350901GF17,한국수자원공사282                       1320250110202501092027070,9,,,N
F9,02,KR350901GF33,한국수자원공사284                       1320250321202503202030032,0,,,N
F9,02,KR350901GF66,한국수자원공사285                       1320250619202506182055061,8,,,N
F9,02,KR350901GF74,한국수자원공사287                       1320250716202507152055071,5,,,N
